iso3,ilostat_year,isco_major,employment_value,employment_share
SVN,2024,1,38.856,0.03891698291222346
SVN,2024,2,230.609,0.2309709314495815
SVN,2024,3,145.601,0.14582951484976958
SVN,2024,4,76.71,0.07683039322618543
SVN,2024,5,134.786,0.13499754114697732
SVN,2024,6,28.767,0.028812148636914045
SVN,2024,7,131.413,0.1316192473606141
SVN,2024,8,91.202,0.09134513783098115
SVN,2024,9,106.929,0.10709682071806521
SWE,2024,0,19.245,0.003634740069340529
SWE,2024,1,333.853,0.06305372181707163
SWE,2024,2,1770.964,0.3344761658695547
SWE,2024,3,969.734,0.18315048201620515
SWE,2024,4,309.844,0.05851922068302139
SWE,2024,5,858.133,0.16207276694847472
SWE,2024,6,87.856,0.016593074748349257
SWE,2024,7,436.104,0.08236553303193982
SWE,2024,8,281.324,0.05313274176498597
SWE,2024,9,227.682,0.04300155305105691
SWZ,2023,0,0.909,0.00414277771194706
SWZ,2023,1,8.677,0.039545524979719075
SWZ,2023,2,24.752,0.11280751807053203
SWZ,2023,3,11.356,0.05175509757631552
SWZ,2023,4,7.408,0.033762043223436546
SWZ,2023,5,55.496,0.25292364345678114
SWZ,2023,6,17.413,0.0793599431222598
SWZ,2023,7,23.37,0.10650903754477754
SWZ,2023,8,23.156,0.1055337301406448
SWZ,2023,9,46.881,0.2136606841735865
SYC,2024,0,0.152,0.005749952714204652
SYC,2024,1,3.177,0.12018157745413277
SYC,2024,2,3.298,0.1247588424437299
SYC,2024,3,3.39,0.12823907698127482
SYC,2024,4,1.674,0.0633251371288065
SYC,2024,5,7.091,0.2682428598449026
SYC,2024,6,1.01,0.03820692264043881
SYC,2024,7,2.331,0.08817855116323056
SYC,2024,8,1.27,0.04804236807263098
SYC,2024,9,3.042,0.11507471155664836
TCD,2022,0,40.84,0.01014544957706592
TCD,2022,1,8.936,0.0022198760387037476
TCD,2022,2,68.879,0.017110882013191074
TCD,2022,3,40.137,0.00997081071681427
TCD,2022,4,37.127,0.009223068228396827
TCD,2022,5,671.642,0.16684892372281362
TCD,2022,6,2732.176,0.6787256083170826
TCD,2022,7,261.924,0.0650670111416115
TCD,2022,8,24.925,0.006191854326845447
TCD,2022,9,138.864,0.03449651591747507
TGO,2022,0,11.412,0.0033934421403544563
TGO,2022,1,27.033,0.00803846138978286
TGO,2022,2,142.204,0.0422854053739016
TGO,2022,3,57.036,0.016960074125241566
TGO,2022,4,42.825,0.012734328746992603
TGO,2022,5,1037.255,0.3084354037235683
TGO,2022,6,1339.791,0.39839670861090404
TGO,2022,7,442.16,0.13147952828418563
TGO,2022,8,115.829,0.034442605124002476
TGO,2022,9,147.412,0.04383404248106652
THA,2024,0,66.087,0.0016628237231228788
THA,2024,1,1306.047,0.03286162081972954
THA,2024,2,2198.877,0.0553262342038414
THA,2024,3,1873.944,0.04715055213587816
THA,2024,4,1814.452,0.045653666077560696
THA,2024,5,8650.616,0.21765929009376042
THA,2024,6,10432.819,0.26250153482904515
THA,2024,7,4311.149,0.10847338858046933
THA,2024,8,4246.36,0.10684322400653785
THA,2024,9,4843.489,0.12186766553005444
TJK,2016,0,7.345,0.00324467213350114
TJK,2016,1,87.155,0.038500939386697325
TJK,2016,2,310.019,0.13695166918391966
TJK,2016,3,131.119,0.05792214642240109
TJK,2016,4,27.436,0.012119921668446191
TJK,2016,5,295.579,0.1305727630426322
TJK,2016,6,63.785,0.028177183394876817
TJK,2016,7,425.105,0.1877911977279785
TJK,2016,8,178.248,0.07874150012965435
TJK,2016,9,737.92,0.3259780069098926
TKL,2022,1,0.106,0.24367816091954023
TKL,2022,2,0.068,0.1563218390804598
TKL,2022,3,0.056,0.12873563218390804
TKL,2022,4,0.018,0.041379310344827586
TKL,2022,5,0.042,0.09655172413793105
TKL,2022,7,0.056,0.12873563218390804
TKL,2022,8,0.005,0.011494252873563218
TKL,2022,9,0.084,0.1931034482758621
TLS,2022,0,2.824,0.007906953303056945
TLS,2022,1,2.193,0.006140208425497126
TLS,2022,2,20.171,0.05647703791641701
TLS,2022,3,8.726,0.02443203772042313
TLS,2022,4,2.722,0.00762136221349894
TLS,2022,5,60.113,0.16831114869216082
TLS,2022,6,199.283,0.5579749911802753
TLS,2022,7,14.036,0.039299573853295786
TLS,2022,8,28.287,0.07920112892477756
TLS,2022,9,18.799,0.052635557770597564
TON,2023,0,0.253,0.0076448903124433434
TON,2023,1,1.887,0.057019399286879796
TON,2023,2,5.224,0.15785338732096452
TON,2023,3,2.785,0.08415422735239016
TON,2023,4,1.778,0.053725750891400255
TON,2023,5,4.248,0.12836163655043212
TON,2023,6,7.029,0.2123949960717955
TON,2023,7,6.54,0.19761890372877258
TON,2023,8,1.098,0.033178219616848977
TON,2023,9,2.252,0.06804858886807276
TUN,2021,1,223.236,0.04103087792470173
TUN,2021,2,544.047,0.09999608505035122
TUN,2021,3,296.993,0.054587447936224186
TUN,2021,4,232.963,0.042818704930980174
TUN,2021,5,945.288,0.17374436261035608
TUN,2021,6,374.947,0.06891542844896495
TUN,2021,7,847.168,0.15570986216252627
TUN,2021,8,749.127,0.13768988195048304
TUN,2021,9,1226.914,0.2255073489854123
TUV,2022,1,0.526,0.17854718262050237
TUV,2022,2,0.517,0.17549219280380177
TUV,2022,3,0.317,0.10760353021045485
TUV,2022,4,0.3,0.10183299389002036
TUV,2022,5,0.364,0.12355736591989137
TUV,2022,6,0.123,0.04175152749490835
TUV,2022,7,0.325,0.11031907671418872
TUV,2022,8,0.098,0.03326544467073998
TUV,2022,9,0.376,0.12763068567549218
TZA,2024,0,8.596,0.0002769785697981485
TZA,2024,1,139.47,0.004493974072795227
TZA,2024,2,503.226,0.01621484618022837
TZA,2024,3,569.259,0.018342548122932085
TZA,2024,4,136.781,0.004407329659790665
TZA,2024,5,1786.169,0.05755357550462879
TZA,2024,6,16008.622,0.5158265735224727
TZA,2024,7,2261.106,0.07285689926035509
TZA,2024,8,861.187,0.02774899297216823
TZA,2024,9,8760.476,0.2822782821348307
UGA,2021,0,48.844,0.0027181493790143884
UGA,2021,1,105.46,0.005868807499608087
UGA,2021,2,508.123,0.028276844994532147
UGA,2021,3,315.151,0.017538029132457694
UGA,2021,4,67.901,0.00377866392974482
UGA,2021,5,2722.43,0.15150215817521376
UGA,2021,6,10855.767,0.6041191616119664
UGA,2021,7,1252.03,0.06967497680385278
UGA,2021,8,677.83,0.03772097276179926
UGA,2021,9,1416.043,0.07880223571181048
URY,2024,0,10.829,0.006232553856425072
URY,2024,1,49.428,0.0284479335132864
URY,2024,2,241.739,0.13913116046711058
URY,2024,3,140.799,0.08103586207690404
URY,2024,4,185.748,0.10690593902698718
URY,2024,5,379.907,0.21865276922457103
URY,2024,6,74.382,0.04281003056132697
URY,2024,7,229.582,0.13213428566495344
URY,2024,8,129.495,0.07452992535208836
URY,2024,9,295.581,0.1701195402563468
VNM,2024,0,308.608,0.005742109102752285
VNM,2024,1,470.211,0.008748972364016018
VNM,2024,2,3859.843,0.07181809812284416
VNM,2024,3,1580.772,0.02941260528105537
VNM,2024,4,1293.009,0.02405834828922332
VNM,2024,5,10332.873,0.1922584123252907
VNM,2024,6,8165.687,0.15193470568788237
VNM,2024,7,7188.578,0.13375414496592708
VNM,2024,8,7635.87,0.14207667537598861
VNM,2024,9,12909.261,0.24019592848502008
VUT,2020,0,0.665,0.009452736318407961
VUT,2020,1,2.034,0.028912579957356077
VUT,2020,2,7.002,0.09953091684434968
VUT,2020,3,1.696,0.024108031272210378
VUT,2020,4,1.908,0.027121535181236674
VUT,2020,5,12.141,0.17257995735607679
VUT,2020,6,28.131,0.3998720682302772
VUT,2020,7,4.156,0.059076048329779675
VUT,2020,8,2.177,0.0309452736318408
VUT,2020,9,10.44,0.14840085287846483
WLF,2019,1,0.229,0.06733313731255512
WLF,2019,2,0.498,0.1464275213172596
WLF,2019,3,0.34,0.09997059688326963
WLF,2019,4,0.416,0.12231696559835341
WLF,2019,5,0.713,0.20964422228756247
WLF,2019,6,0.034,0.009997059688326962
WLF,2019,7,0.415,0.12202293443104968
WLF,2019,8,0.107,0.031461334901499556
WLF,2019,9,0.649,0.1908262275801235
WSM,2022,1,2.374,0.045203549259301576
WSM,2022,2,6.316,0.12026352869492364
WSM,2022,3,3.234,0.06157888723866103
WSM,2022,4,2.054,0.03911040024372596
WSM,2022,5,9.006,0.17148406260710614
WSM,2022,6,14.804,0.28188430633306677
WSM,2022,7,6.655,0.12671845843329907
WSM,2022,8,3.025,0.057599299287863205
WSM,2022,9,5.05,0.09615750790205263
ZMB,2024,0,25.853,0.0036126472978577607
ZMB,2024,1,39.245,0.005484018999900506
ZMB,2024,2,310.37,0.04337049247035598
ZMB,2024,3,156.903,0.021925316171267403
ZMB,2024,4,81.061,0.011327304475753218
ZMB,2024,5,1216.975,0.17005768944843722
ZMB,2024,6,4011.977,0.5606257636683357
ZMB,2024,7,377.918,0.05280951694239775
ZMB,2024,8,249.182,0.03482020187114812
ZMB,2024,9,686.764,0.09596704865454636
ZWE,2024,0,6.667,0.001352243239088044
ZWE,2024,1,107.754,0.021855349930207456
ZWE,2024,2,312.573,0.06339803899377039
ZWE,2024,3,97.126,0.019699711540372786
ZWE,2024,4,48.98,0.009934434355862066
ZWE,2024,5,806.908,0.16366220002490708
ZWE,2024,6,2096.434,0.4252120448019056
ZWE,2024,7,363.151,0.07365658984821694
ZWE,2024,8,207.609,0.04210857456484622
ZWE,2024,9,883.124,0.17912081270082345
