task_id,Low income,Lower middle income,Upper middle income,High income
11983,sub_only,both,both,both
11984,non_exposed,both,both,both
11985,non_exposed,non_exposed,both,both
11987,non_exposed,sub_only,both,sub_only
11988,non_exposed,both,sub_only,sub_only
11989,sub_only,sub_only,sub_only,sub_only
11991,non_exposed,both,sub_only,both
11992,non_exposed,both,both,both
11993,non_exposed,both,both,both
11994,non_exposed,sub_only,sub_only,sub_only
11995,non_exposed,both,both,both
11996,non_exposed,both,both,both
11998,non_exposed,sub_only,both,both
11999,non_exposed,non_exposed,both,sub_only
12000,non_exposed,non_exposed,sub_only,sub_only
12001,both,both,sub_only,sub_only
12002,non_exposed,non_exposed,non_exposed,non_exposed
12003,both,sub_only,sub_only,sub_only
12004,non_exposed,sub_only,sub_only,sub_only
12005,non_exposed,non_exposed,non_exposed,non_exposed
12006,non_exposed,non_exposed,non_exposed,both
12007,non_exposed,sub_only,sub_only,sub_only
12008,non_exposed,non_exposed,both,both
12009,both,both,both,sub_only
12010,sub_only,both,sub_only,sub_only
12011,non_exposed,sub_only,sub_only,sub_only
12012,non_exposed,sub_only,sub_only,sub_only
12013,non_exposed,non_exposed,non_exposed,sub_only
12015,non_exposed,sub_only,sub_only,sub_only
12016,non_exposed,both,both,both
12017,non_exposed,non_exposed,sub_only,sub_only
12018,sub_only,sub_only,sub_only,sub_only
12019,non_exposed,sub_only,sub_only,sub_only
12020,non_exposed,non_exposed,sub_only,sub_only
12021,non_exposed,non_exposed,non_exposed,non_exposed
12022,non_exposed,both,both,both
12023,non_exposed,both,both,both
12024,non_exposed,both,both,sub_only
12025,both,non_exposed,both,sub_only
12027,non_exposed,sub_only,sub_only,sub_only
12028,non_exposed,sub_only,both,sub_only
12029,sub_only,sub_only,sub_only,sub_only
12030,non_exposed,non_exposed,both,both
12031,sub_only,sub_only,sub_only,sub_only
12032,non_exposed,non_exposed,non_exposed,non_exposed
12033,non_exposed,non_exposed,non_exposed,both
12034,non_exposed,non_exposed,aug_only,both
12035,sub_only,both,both,sub_only
12036,sub_only,sub_only,sub_only,sub_only
12037,both,both,both,both
12038,non_exposed,sub_only,both,sub_only
12039,sub_only,both,both,sub_only
12040,non_exposed,both,both,both
12041,non_exposed,non_exposed,both,sub_only
12042,non_exposed,non_exposed,non_exposed,non_exposed
12043,non_exposed,sub_only,both,sub_only
12044,non_exposed,both,non_exposed,sub_only
12045,non_exposed,non_exposed,non_exposed,non_exposed
12046,non_exposed,sub_only,sub_only,sub_only
12048,non_exposed,non_exposed,sub_only,sub_only
12049,sub_only,both,sub_only,sub_only
12050,non_exposed,sub_only,non_exposed,non_exposed
12051,non_exposed,non_exposed,both,both
12052,sub_only,sub_only,sub_only,sub_only
12053,non_exposed,non_exposed,sub_only,both
12054,non_exposed,sub_only,non_exposed,both
12055,non_exposed,non_exposed,sub_only,sub_only
12056,sub_only,sub_only,sub_only,sub_only
12057,non_exposed,sub_only,sub_only,sub_only
12058,sub_only,both,sub_only,sub_only
12059,non_exposed,non_exposed,non_exposed,non_exposed
12062,sub_only,both,both,both
12087,sub_only,sub_only,both,sub_only
12088,sub_only,sub_only,sub_only,sub_only
12089,non_exposed,both,both,sub_only
12090,both,both,both,both
12091,non_exposed,sub_only,sub_only,sub_only
12092,sub_only,non_exposed,sub_only,sub_only
12093,non_exposed,non_exposed,non_exposed,non_exposed
12094,sub_only,sub_only,sub_only,sub_only
12095,both,both,both,aug_only
12096,non_exposed,sub_only,sub_only,sub_only
12099,non_exposed,sub_only,sub_only,sub_only
12100,non_exposed,both,sub_only,sub_only
12101,non_exposed,sub_only,non_exposed,sub_only
12102,both,sub_only,both,sub_only
12104,non_exposed,sub_only,sub_only,sub_only
12108,sub_only,sub_only,both,sub_only
12109,sub_only,sub_only,sub_only,sub_only
12111,non_exposed,sub_only,sub_only,sub_only
12112,both,sub_only,sub_only,sub_only
12113,non_exposed,non_exposed,non_exposed,non_exposed
12118,sub_only,sub_only,sub_only,sub_only
12119,non_exposed,non_exposed,sub_only,sub_only
12120,non_exposed,sub_only,sub_only,sub_only
12121,non_exposed,non_exposed,non_exposed,non_exposed
12122,sub_only,sub_only,sub_only,sub_only
12123,non_exposed,non_exposed,non_exposed,non_exposed
12125,non_exposed,non_exposed,sub_only,sub_only
12126,non_exposed,both,both,both
12127,non_exposed,both,both,both
12128,non_exposed,non_exposed,sub_only,sub_only
12131,non_exposed,non_exposed,sub_only,non_exposed
12133,non_exposed,sub_only,both,sub_only
12134,non_exposed,sub_only,non_exposed,sub_only
12137,non_exposed,non_exposed,sub_only,non_exposed
12138,non_exposed,both,both,both
12140,non_exposed,both,both,both
12143,non_exposed,non_exposed,sub_only,non_exposed
12147,sub_only,sub_only,sub_only,sub_only
12149,non_exposed,both,both,both
12150,non_exposed,non_exposed,both,sub_only
12151,non_exposed,non_exposed,non_exposed,sub_only
12152,non_exposed,both,both,both
12155,sub_only,sub_only,sub_only,sub_only
12156,both,both,both,sub_only
12157,non_exposed,both,both,both
12158,non_exposed,non_exposed,non_exposed,both
12159,non_exposed,sub_only,sub_only,sub_only
12160,non_exposed,non_exposed,both,both
12161,non_exposed,non_exposed,non_exposed,non_exposed
12162,sub_only,both,sub_only,sub_only
12163,non_exposed,non_exposed,non_exposed,sub_only
12164,non_exposed,non_exposed,non_exposed,non_exposed
12165,non_exposed,sub_only,sub_only,sub_only
12166,non_exposed,sub_only,sub_only,sub_only
12167,non_exposed,sub_only,sub_only,sub_only
12168,sub_only,sub_only,sub_only,sub_only
12169,sub_only,sub_only,sub_only,sub_only
12170,sub_only,sub_only,sub_only,sub_only
12171,sub_only,sub_only,sub_only,sub_only
12172,non_exposed,sub_only,sub_only,sub_only
12173,non_exposed,non_exposed,non_exposed,non_exposed
12174,non_exposed,non_exposed,sub_only,sub_only
12176,sub_only,sub_only,sub_only,both
12177,non_exposed,non_exposed,non_exposed,non_exposed
12178,non_exposed,non_exposed,non_exposed,non_exposed
12179,non_exposed,non_exposed,non_exposed,non_exposed
12180,non_exposed,non_exposed,sub_only,sub_only
12181,non_exposed,non_exposed,non_exposed,non_exposed
12182,non_exposed,non_exposed,sub_only,non_exposed
12183,non_exposed,both,non_exposed,both
12184,non_exposed,non_exposed,non_exposed,non_exposed
12185,non_exposed,non_exposed,non_exposed,non_exposed
12186,non_exposed,sub_only,sub_only,sub_only
12187,non_exposed,sub_only,sub_only,sub_only
12188,non_exposed,both,both,both
12189,non_exposed,non_exposed,non_exposed,non_exposed
12190,non_exposed,non_exposed,sub_only,both
12191,sub_only,both,both,sub_only
12192,non_exposed,non_exposed,non_exposed,non_exposed
12193,non_exposed,non_exposed,non_exposed,non_exposed
12194,non_exposed,sub_only,sub_only,sub_only
12195,sub_only,sub_only,sub_only,sub_only
12196,non_exposed,non_exposed,non_exposed,both
12197,non_exposed,non_exposed,non_exposed,non_exposed
12198,non_exposed,both,sub_only,sub_only
12199,sub_only,sub_only,sub_only,sub_only
12200,both,both,sub_only,sub_only
12201,non_exposed,sub_only,sub_only,sub_only
12202,non_exposed,both,sub_only,sub_only
12203,sub_only,sub_only,sub_only,sub_only
12204,both,sub_only,sub_only,sub_only
12207,both,both,sub_only,both
12208,non_exposed,sub_only,sub_only,sub_only
12209,non_exposed,non_exposed,sub_only,sub_only
12210,non_exposed,non_exposed,non_exposed,both
12211,non_exposed,both,sub_only,sub_only
12212,non_exposed,sub_only,sub_only,both
12213,non_exposed,non_exposed,both,both
12214,non_exposed,sub_only,sub_only,sub_only
12215,non_exposed,sub_only,sub_only,sub_only
12216,non_exposed,both,both,both
12217,non_exposed,non_exposed,non_exposed,non_exposed
12218,non_exposed,non_exposed,non_exposed,non_exposed
12220,sub_only,sub_only,sub_only,sub_only
12221,both,both,both,both
12222,non_exposed,sub_only,sub_only,both
12223,non_exposed,non_exposed,both,sub_only
12226,non_exposed,non_exposed,non_exposed,non_exposed
12227,non_exposed,non_exposed,sub_only,sub_only
12228,non_exposed,both,both,both
12229,sub_only,sub_only,sub_only,sub_only
12230,non_exposed,both,sub_only,both
12231,non_exposed,both,sub_only,sub_only
12232,non_exposed,both,sub_only,both
12233,non_exposed,sub_only,sub_only,both
12234,non_exposed,non_exposed,non_exposed,non_exposed
12235,non_exposed,non_exposed,sub_only,both
12236,non_exposed,non_exposed,non_exposed,non_exposed
12237,non_exposed,non_exposed,non_exposed,both
12238,sub_only,sub_only,sub_only,sub_only
12239,sub_only,sub_only,sub_only,both
12241,non_exposed,sub_only,both,both
12242,non_exposed,non_exposed,non_exposed,non_exposed
12243,non_exposed,non_exposed,non_exposed,non_exposed
12244,sub_only,sub_only,sub_only,sub_only
12245,both,sub_only,both,sub_only
12246,sub_only,sub_only,both,both
12247,non_exposed,non_exposed,non_exposed,non_exposed
12248,sub_only,sub_only,sub_only,sub_only
12249,non_exposed,non_exposed,non_exposed,sub_only
12250,non_exposed,non_exposed,non_exposed,non_exposed
12251,non_exposed,non_exposed,both,both
12252,both,both,both,both
12253,sub_only,sub_only,both,both
12254,non_exposed,both,sub_only,both
12255,sub_only,sub_only,sub_only,sub_only
12256,non_exposed,non_exposed,non_exposed,non_exposed
12258,non_exposed,both,both,both
12259,non_exposed,sub_only,sub_only,sub_only
12260,non_exposed,non_exposed,non_exposed,sub_only
12261,non_exposed,non_exposed,non_exposed,both
12262,sub_only,sub_only,sub_only,sub_only
12264,non_exposed,non_exposed,non_exposed,non_exposed
12265,non_exposed,non_exposed,non_exposed,sub_only
12267,non_exposed,non_exposed,both,aug_only
12269,non_exposed,non_exposed,sub_only,both
12271,sub_only,sub_only,sub_only,sub_only
12272,non_exposed,sub_only,sub_only,sub_only
12274,non_exposed,non_exposed,both,both
12275,non_exposed,non_exposed,both,both
12276,sub_only,sub_only,sub_only,sub_only
12277,non_exposed,both,both,both
12278,non_exposed,both,both,sub_only
12279,non_exposed,both,sub_only,both
12280,non_exposed,both,sub_only,both
12281,non_exposed,both,sub_only,sub_only
12282,non_exposed,non_exposed,non_exposed,non_exposed
12284,sub_only,sub_only,sub_only,sub_only
12286,non_exposed,non_exposed,both,both
12287,non_exposed,non_exposed,non_exposed,non_exposed
12288,non_exposed,sub_only,sub_only,sub_only
12289,non_exposed,non_exposed,both,both
12290,non_exposed,non_exposed,both,both
12292,both,both,sub_only,sub_only
12293,non_exposed,sub_only,sub_only,sub_only
12295,non_exposed,non_exposed,non_exposed,non_exposed
12296,sub_only,sub_only,sub_only,sub_only
12297,sub_only,sub_only,sub_only,sub_only
12298,sub_only,sub_only,sub_only,sub_only
12299,both,both,both,sub_only
12300,both,both,both,both
12301,both,both,sub_only,sub_only
12303,non_exposed,sub_only,both,both
12304,both,both,both,both
12305,sub_only,sub_only,sub_only,sub_only
12306,both,both,sub_only,sub_only
12307,non_exposed,non_exposed,both,non_exposed
12308,both,both,both,both
12309,sub_only,sub_only,both,sub_only
12312,both,sub_only,sub_only,sub_only
12314,non_exposed,both,both,sub_only
12315,aug_only,both,both,sub_only
12316,aug_only,both,both,both
12317,sub_only,sub_only,sub_only,sub_only
12318,both,sub_only,sub_only,sub_only
12319,both,both,sub_only,both
12320,non_exposed,both,both,both
12321,non_exposed,both,both,sub_only
12322,non_exposed,non_exposed,non_exposed,non_exposed
12323,aug_only,both,aug_only,both
12324,sub_only,sub_only,sub_only,sub_only
12325,non_exposed,sub_only,both,both
12326,non_exposed,sub_only,sub_only,sub_only
12327,non_exposed,non_exposed,non_exposed,non_exposed
12328,sub_only,sub_only,sub_only,both
12329,non_exposed,non_exposed,both,aug_only
12330,non_exposed,both,sub_only,both
12331,non_exposed,non_exposed,non_exposed,both
12333,both,sub_only,sub_only,sub_only
12334,non_exposed,non_exposed,both,both
12335,both,both,both,sub_only
12336,both,both,both,sub_only
12337,sub_only,sub_only,sub_only,sub_only
12338,non_exposed,both,both,both
12340,non_exposed,both,sub_only,sub_only
12341,non_exposed,non_exposed,both,sub_only
12343,both,both,sub_only,both
12344,sub_only,sub_only,sub_only,sub_only
12346,non_exposed,both,both,both
12347,non_exposed,non_exposed,non_exposed,non_exposed
12348,non_exposed,non_exposed,non_exposed,non_exposed
12349,non_exposed,non_exposed,non_exposed,sub_only
12350,both,both,both,both
12351,non_exposed,non_exposed,non_exposed,non_exposed
12352,sub_only,sub_only,sub_only,sub_only
12353,both,sub_only,sub_only,sub_only
12354,sub_only,sub_only,sub_only,sub_only
12355,non_exposed,non_exposed,both,non_exposed
12356,sub_only,sub_only,sub_only,sub_only
12357,both,sub_only,both,sub_only
12360,non_exposed,non_exposed,non_exposed,aug_only
12362,non_exposed,non_exposed,both,both
12363,sub_only,sub_only,sub_only,sub_only
12364,non_exposed,sub_only,sub_only,sub_only
12365,non_exposed,both,both,both
12366,non_exposed,sub_only,sub_only,sub_only
12367,non_exposed,non_exposed,non_exposed,non_exposed
12368,non_exposed,non_exposed,both,both
12369,non_exposed,non_exposed,non_exposed,non_exposed
12373,non_exposed,sub_only,sub_only,sub_only
12375,both,both,sub_only,sub_only
12377,non_exposed,both,both,sub_only
12378,sub_only,sub_only,sub_only,sub_only
12379,both,both,both,sub_only
12380,sub_only,both,sub_only,sub_only
12381,non_exposed,non_exposed,non_exposed,non_exposed
12382,non_exposed,both,sub_only,both
12383,non_exposed,both,sub_only,both
12384,non_exposed,both,both,both
12385,non_exposed,non_exposed,non_exposed,sub_only
12386,non_exposed,sub_only,sub_only,sub_only
12387,non_exposed,non_exposed,non_exposed,non_exposed
12389,sub_only,sub_only,sub_only,sub_only
12390,non_exposed,non_exposed,both,both
12392,non_exposed,sub_only,sub_only,sub_only
12393,non_exposed,sub_only,sub_only,sub_only
12395,non_exposed,sub_only,sub_only,sub_only
12397,sub_only,sub_only,sub_only,sub_only
12398,non_exposed,both,both,sub_only
12400,sub_only,sub_only,sub_only,sub_only
12401,sub_only,sub_only,sub_only,sub_only
12402,non_exposed,both,both,both
12403,non_exposed,both,both,sub_only
12404,non_exposed,non_exposed,non_exposed,sub_only
12405,non_exposed,non_exposed,sub_only,sub_only
12406,both,both,sub_only,sub_only
12407,sub_only,sub_only,sub_only,sub_only
12408,non_exposed,both,sub_only,sub_only
12409,sub_only,sub_only,sub_only,both
12410,both,both,both,sub_only
12411,sub_only,sub_only,sub_only,sub_only
12412,non_exposed,sub_only,sub_only,sub_only
12414,non_exposed,non_exposed,non_exposed,non_exposed
12415,sub_only,sub_only,sub_only,sub_only
12417,sub_only,both,sub_only,sub_only
12418,non_exposed,sub_only,sub_only,sub_only
12419,non_exposed,sub_only,both,both
12420,non_exposed,both,both,both
12421,non_exposed,both,both,both
12422,non_exposed,sub_only,sub_only,sub_only
12423,non_exposed,both,both,both
12424,sub_only,sub_only,sub_only,sub_only
12425,non_exposed,both,both,both
12426,non_exposed,sub_only,both,both
12427,non_exposed,sub_only,sub_only,sub_only
12429,sub_only,sub_only,sub_only,sub_only
12430,non_exposed,non_exposed,non_exposed,non_exposed
12432,non_exposed,sub_only,sub_only,sub_only
12433,non_exposed,sub_only,sub_only,sub_only
12435,non_exposed,non_exposed,non_exposed,non_exposed
12436,non_exposed,sub_only,both,sub_only
12437,sub_only,sub_only,sub_only,sub_only
12438,non_exposed,non_exposed,non_exposed,sub_only
12439,non_exposed,non_exposed,non_exposed,non_exposed
12440,non_exposed,non_exposed,non_exposed,non_exposed
12441,non_exposed,non_exposed,sub_only,sub_only
12442,non_exposed,non_exposed,non_exposed,sub_only
12444,non_exposed,both,sub_only,sub_only
12445,sub_only,both,sub_only,sub_only
12446,non_exposed,both,sub_only,sub_only
12447,non_exposed,sub_only,sub_only,sub_only
12449,both,both,both,both
12450,non_exposed,non_exposed,non_exposed,non_exposed
12452,sub_only,sub_only,both,both
12454,sub_only,sub_only,sub_only,sub_only
12455,non_exposed,sub_only,sub_only,both
12456,non_exposed,non_exposed,sub_only,sub_only
12457,non_exposed,sub_only,sub_only,sub_only
12458,non_exposed,sub_only,sub_only,sub_only
12459,sub_only,sub_only,sub_only,sub_only
12460,non_exposed,non_exposed,sub_only,non_exposed
12461,non_exposed,sub_only,sub_only,sub_only
12462,non_exposed,both,sub_only,sub_only
12463,non_exposed,sub_only,both,sub_only
12466,non_exposed,non_exposed,non_exposed,non_exposed
12467,non_exposed,non_exposed,non_exposed,non_exposed
12468,non_exposed,sub_only,sub_only,sub_only
12469,non_exposed,non_exposed,non_exposed,non_exposed
12470,non_exposed,non_exposed,non_exposed,non_exposed
12471,non_exposed,both,both,both
12472,non_exposed,both,sub_only,sub_only
12474,non_exposed,sub_only,sub_only,sub_only
12477,sub_only,sub_only,sub_only,sub_only
12478,sub_only,sub_only,sub_only,sub_only
12480,both,both,sub_only,sub_only
12481,sub_only,sub_only,sub_only,sub_only
12484,both,both,both,sub_only
12485,both,both,sub_only,both
12486,non_exposed,sub_only,sub_only,sub_only
12487,sub_only,sub_only,sub_only,sub_only
12488,non_exposed,non_exposed,aug_only,both
12491,non_exposed,non_exposed,both,non_exposed
12493,sub_only,sub_only,sub_only,sub_only
12495,non_exposed,non_exposed,non_exposed,both
12497,non_exposed,non_exposed,aug_only,non_exposed
12503,non_exposed,both,both,both
12504,non_exposed,both,both,both
12505,sub_only,sub_only,sub_only,sub_only
12508,non_exposed,sub_only,sub_only,sub_only
12509,sub_only,sub_only,sub_only,sub_only
12510,sub_only,sub_only,sub_only,sub_only
12512,non_exposed,sub_only,sub_only,both
12513,non_exposed,sub_only,sub_only,sub_only
12516,non_exposed,sub_only,sub_only,sub_only
12517,non_exposed,non_exposed,non_exposed,both
12518,non_exposed,sub_only,sub_only,sub_only
12521,both,both,both,sub_only
12522,non_exposed,sub_only,sub_only,sub_only
12528,sub_only,both,both,both
12529,non_exposed,non_exposed,non_exposed,sub_only
12530,non_exposed,both,both,both
12531,non_exposed,sub_only,sub_only,sub_only
12532,sub_only,sub_only,sub_only,sub_only
12534,non_exposed,sub_only,sub_only,sub_only
12573,both,both,sub_only,both
12575,both,sub_only,both,sub_only
12576,sub_only,sub_only,sub_only,sub_only
12577,non_exposed,sub_only,both,both
12578,non_exposed,non_exposed,both,sub_only
12579,non_exposed,non_exposed,sub_only,sub_only
12580,sub_only,sub_only,sub_only,sub_only
12581,non_exposed,both,both,sub_only
12582,non_exposed,sub_only,sub_only,sub_only
12583,sub_only,sub_only,sub_only,sub_only
12584,both,both,both,sub_only
12585,non_exposed,sub_only,sub_only,sub_only
12586,sub_only,sub_only,sub_only,sub_only
12587,non_exposed,non_exposed,both,both
12588,sub_only,sub_only,sub_only,sub_only
12589,sub_only,sub_only,sub_only,sub_only
12591,sub_only,sub_only,sub_only,sub_only
12592,non_exposed,non_exposed,non_exposed,non_exposed
12595,sub_only,both,sub_only,sub_only
12598,non_exposed,non_exposed,aug_only,both
12599,non_exposed,both,both,both
12600,non_exposed,both,both,both
12601,sub_only,non_exposed,sub_only,sub_only
12602,sub_only,sub_only,sub_only,sub_only
12603,non_exposed,sub_only,sub_only,sub_only
12604,non_exposed,both,both,both
12606,non_exposed,both,non_exposed,non_exposed
12607,non_exposed,sub_only,sub_only,sub_only
12608,sub_only,sub_only,sub_only,sub_only
12609,non_exposed,non_exposed,sub_only,both
12610,non_exposed,non_exposed,non_exposed,non_exposed
12612,sub_only,sub_only,sub_only,sub_only
12615,non_exposed,sub_only,both,both
12616,non_exposed,non_exposed,non_exposed,both
12617,non_exposed,non_exposed,non_exposed,non_exposed
12618,sub_only,both,sub_only,sub_only
12619,non_exposed,non_exposed,non_exposed,non_exposed
12620,non_exposed,non_exposed,non_exposed,non_exposed
12621,non_exposed,non_exposed,non_exposed,both
12622,non_exposed,non_exposed,sub_only,sub_only
12623,non_exposed,sub_only,sub_only,sub_only
12624,sub_only,non_exposed,sub_only,sub_only
12625,non_exposed,non_exposed,non_exposed,non_exposed
12626,non_exposed,non_exposed,non_exposed,sub_only
12627,non_exposed,non_exposed,non_exposed,non_exposed
12628,non_exposed,non_exposed,non_exposed,sub_only
12629,non_exposed,non_exposed,non_exposed,non_exposed
12630,sub_only,sub_only,sub_only,sub_only
12631,sub_only,sub_only,sub_only,sub_only
12632,non_exposed,non_exposed,non_exposed,non_exposed
12633,non_exposed,non_exposed,non_exposed,non_exposed
12634,both,both,both,aug_only
12635,non_exposed,non_exposed,non_exposed,non_exposed
12637,non_exposed,both,both,both
12638,sub_only,sub_only,sub_only,sub_only
12639,non_exposed,sub_only,sub_only,sub_only
12640,non_exposed,both,sub_only,both
12644,sub_only,sub_only,sub_only,sub_only
12645,non_exposed,sub_only,sub_only,sub_only
12646,sub_only,sub_only,sub_only,sub_only
12647,non_exposed,non_exposed,non_exposed,non_exposed
12648,non_exposed,non_exposed,non_exposed,non_exposed
12649,sub_only,both,both,both
12678,both,both,both,both
12680,non_exposed,non_exposed,non_exposed,sub_only
12681,non_exposed,non_exposed,non_exposed,non_exposed
12683,non_exposed,both,both,both
12684,sub_only,sub_only,sub_only,sub_only
12685,non_exposed,non_exposed,non_exposed,sub_only
12686,non_exposed,non_exposed,non_exposed,sub_only
12687,sub_only,non_exposed,sub_only,both
12688,non_exposed,both,both,sub_only
12689,non_exposed,non_exposed,non_exposed,non_exposed
12690,sub_only,sub_only,sub_only,sub_only
12691,non_exposed,sub_only,sub_only,sub_only
12693,non_exposed,sub_only,both,both
12694,sub_only,both,sub_only,both
12695,non_exposed,both,both,both
12696,non_exposed,sub_only,sub_only,both
12697,non_exposed,sub_only,sub_only,sub_only
12698,sub_only,sub_only,sub_only,sub_only
12699,non_exposed,sub_only,sub_only,sub_only
12700,non_exposed,non_exposed,non_exposed,sub_only
12701,non_exposed,non_exposed,both,non_exposed
12702,sub_only,sub_only,sub_only,sub_only
12703,non_exposed,sub_only,sub_only,sub_only
12704,sub_only,sub_only,sub_only,sub_only
12705,sub_only,sub_only,sub_only,sub_only
12706,sub_only,non_exposed,sub_only,sub_only
12707,non_exposed,sub_only,sub_only,sub_only
12709,non_exposed,sub_only,sub_only,sub_only
12710,non_exposed,non_exposed,sub_only,sub_only
12711,non_exposed,non_exposed,non_exposed,non_exposed
12712,non_exposed,sub_only,sub_only,sub_only
12713,sub_only,sub_only,sub_only,sub_only
12715,sub_only,sub_only,sub_only,sub_only
12717,sub_only,sub_only,sub_only,sub_only
12719,non_exposed,sub_only,sub_only,both
12720,non_exposed,non_exposed,sub_only,both
12722,non_exposed,sub_only,sub_only,sub_only
12724,sub_only,sub_only,sub_only,sub_only
12725,non_exposed,non_exposed,non_exposed,non_exposed
12726,non_exposed,non_exposed,non_exposed,non_exposed
12728,aug_only,aug_only,non_exposed,aug_only
12729,aug_only,aug_only,aug_only,aug_only
12731,both,non_exposed,aug_only,both
12732,aug_only,both,aug_only,aug_only
12733,non_exposed,non_exposed,non_exposed,non_exposed
12734,non_exposed,aug_only,both,aug_only
12735,non_exposed,non_exposed,non_exposed,non_exposed
12736,non_exposed,non_exposed,non_exposed,non_exposed
12738,non_exposed,non_exposed,both,both
12739,both,both,sub_only,both
12741,non_exposed,aug_only,aug_only,both
12742,sub_only,sub_only,sub_only,sub_only
12743,both,sub_only,sub_only,sub_only
12744,non_exposed,both,both,both
12745,both,non_exposed,non_exposed,both
12746,both,both,both,sub_only
12747,aug_only,both,both,aug_only
12748,both,sub_only,both,sub_only
12749,non_exposed,sub_only,sub_only,sub_only
12750,non_exposed,both,sub_only,sub_only
12751,non_exposed,both,both,sub_only
12752,non_exposed,non_exposed,both,both
12755,non_exposed,non_exposed,non_exposed,non_exposed
12756,non_exposed,non_exposed,non_exposed,non_exposed
12757,non_exposed,both,sub_only,sub_only
12758,non_exposed,non_exposed,non_exposed,non_exposed
12759,non_exposed,non_exposed,non_exposed,both
12760,both,both,both,both
12761,non_exposed,non_exposed,non_exposed,non_exposed
12762,non_exposed,non_exposed,non_exposed,non_exposed
12765,sub_only,sub_only,sub_only,sub_only
12766,sub_only,non_exposed,sub_only,sub_only
12767,non_exposed,both,both,sub_only
12768,non_exposed,non_exposed,non_exposed,non_exposed
12769,non_exposed,both,both,both
12770,non_exposed,sub_only,sub_only,both
12771,sub_only,sub_only,sub_only,sub_only
12772,both,both,both,both
12773,both,both,sub_only,sub_only
12774,non_exposed,non_exposed,non_exposed,non_exposed
12777,non_exposed,sub_only,both,both
12778,non_exposed,non_exposed,non_exposed,both
12779,non_exposed,aug_only,both,non_exposed
12780,non_exposed,both,both,both
12781,non_exposed,non_exposed,non_exposed,both
12783,non_exposed,non_exposed,non_exposed,non_exposed
12784,non_exposed,non_exposed,sub_only,sub_only
12785,non_exposed,both,both,sub_only
12786,non_exposed,sub_only,both,both
12787,both,non_exposed,both,both
12788,non_exposed,non_exposed,non_exposed,non_exposed
12790,non_exposed,non_exposed,non_exposed,non_exposed
12791,non_exposed,non_exposed,non_exposed,non_exposed
12792,non_exposed,sub_only,sub_only,both
12793,sub_only,sub_only,sub_only,sub_only
12794,sub_only,both,both,both
12795,both,both,both,both
12796,sub_only,sub_only,sub_only,sub_only
12797,non_exposed,non_exposed,non_exposed,non_exposed
12798,non_exposed,non_exposed,sub_only,sub_only
12799,non_exposed,non_exposed,sub_only,non_exposed
12801,non_exposed,non_exposed,sub_only,both
12802,non_exposed,non_exposed,non_exposed,non_exposed
12803,non_exposed,sub_only,sub_only,sub_only
12804,non_exposed,sub_only,sub_only,sub_only
12805,sub_only,sub_only,sub_only,sub_only
12806,non_exposed,non_exposed,non_exposed,sub_only
12807,non_exposed,non_exposed,non_exposed,sub_only
12808,sub_only,sub_only,sub_only,sub_only
12809,non_exposed,both,sub_only,sub_only
12810,non_exposed,both,both,sub_only
12865,sub_only,sub_only,sub_only,sub_only
12866,non_exposed,non_exposed,non_exposed,non_exposed
12867,non_exposed,non_exposed,non_exposed,non_exposed
12868,non_exposed,both,both,both
12869,non_exposed,non_exposed,non_exposed,non_exposed
12870,both,both,both,both
12871,non_exposed,non_exposed,both,both
12872,non_exposed,both,non_exposed,non_exposed
12873,non_exposed,both,both,both
12874,sub_only,sub_only,sub_only,sub_only
12875,non_exposed,non_exposed,non_exposed,non_exposed
12876,non_exposed,non_exposed,non_exposed,sub_only
12877,non_exposed,non_exposed,both,non_exposed
12878,non_exposed,non_exposed,both,both
12879,non_exposed,non_exposed,non_exposed,non_exposed
12881,sub_only,sub_only,both,sub_only
12882,both,both,both,sub_only
12883,sub_only,sub_only,sub_only,sub_only
12884,non_exposed,both,both,both
12886,sub_only,sub_only,sub_only,sub_only
12887,non_exposed,non_exposed,both,both
12889,non_exposed,non_exposed,non_exposed,both
12890,both,both,both,both
12891,both,both,sub_only,sub_only
12892,non_exposed,non_exposed,non_exposed,non_exposed
12893,non_exposed,non_exposed,non_exposed,non_exposed
12894,non_exposed,both,both,both
12895,non_exposed,non_exposed,non_exposed,non_exposed
12896,non_exposed,non_exposed,non_exposed,non_exposed
12898,non_exposed,non_exposed,non_exposed,both
12899,non_exposed,non_exposed,non_exposed,both
12900,non_exposed,sub_only,sub_only,sub_only
12904,non_exposed,both,both,both
12905,non_exposed,non_exposed,non_exposed,non_exposed
12909,non_exposed,non_exposed,both,both
12913,non_exposed,both,both,both
12914,non_exposed,both,both,both
12915,non_exposed,both,both,both
12916,non_exposed,non_exposed,non_exposed,non_exposed
12917,non_exposed,both,both,both
12918,sub_only,sub_only,sub_only,sub_only
12919,non_exposed,non_exposed,non_exposed,non_exposed
12929,aug_only,both,aug_only,both
12930,non_exposed,non_exposed,non_exposed,non_exposed
12931,non_exposed,non_exposed,non_exposed,non_exposed
12932,non_exposed,non_exposed,aug_only,non_exposed
12933,non_exposed,both,both,both
12934,non_exposed,non_exposed,aug_only,non_exposed
12935,non_exposed,non_exposed,both,non_exposed
12936,non_exposed,aug_only,both,aug_only
12937,non_exposed,non_exposed,both,non_exposed
12938,non_exposed,both,both,both
12939,sub_only,sub_only,sub_only,sub_only
