onet_task_code,task_id,dwa_id,iwa_id,depth,path_segments,hierarchy_path
4.A.4.b.4.I01:4.A.4.b.4.I01.D14:7829,7829,4.A.4.b.4.I01.D14,4.A.4.b.4.I01,4,"[""Guiding, Directing, and Motivating Subordinates"", ""Supervise personnel activities."", ""Supervise patient care personnel."", ""Direct and coordinate activities of nurses, students, assistants, specialists, therapists, and other medical staff.""]","Guiding, Directing, and Motivating Subordinates ; Supervise personnel activities. ; Supervise patient care personnel. ; Direct and coordinate activities of nurses, students, assistants, specialists, therapists, and other medical staff."
4.A.2.b.2.I17:4.A.2.b.2.I17.D03:7827,7827,4.A.2.b.2.I17.D03,4.A.2.b.2.I17,4,"[""Thinking Creatively"", ""Develop public or community health programs."", ""Design public or employee health programs."", ""Plan and execute medical care programs to aid in the mental and physical growth and development of children and adolescents.""]",Thinking Creatively ; Develop public or community health programs. ; Design public or employee health programs. ; Plan and execute medical care programs to aid in the mental and physical growth and development of children and adolescents.
4.A.4.b.4.I12:4.A.4.b.4.I12.D23:7827,7827,4.A.4.b.4.I12.D23,4.A.4.b.4.I12,4,"[""Guiding, Directing, and Motivating Subordinates"", ""Direct organizational operations, activities, or procedures."", ""Direct healthcare delivery programs."", ""Plan and execute medical care programs to aid in the mental and physical growth and development of children and adolescents.""]","Guiding, Directing, and Motivating Subordinates ; Direct organizational operations, activities, or procedures. ; Direct healthcare delivery programs. ; Plan and execute medical care programs to aid in the mental and physical growth and development of children and adolescents."
4.A.4.a.5.I01:4.A.4.a.5.I01.D02:7828,7828,4.A.4.a.5.I01.D02,4.A.4.a.5.I01,4,"[""Assisting and Caring for Others"", ""Assist others to access additional services or resources."", ""Refer patients to other healthcare practitioners or health resources."", ""Refer patient to medical specialist or other practitioner when necessary.""]",Assisting and Caring for Others ; Assist others to access additional services or resources. ; Refer patients to other healthcare practitioners or health resources. ; Refer patient to medical specialist or other practitioner when necessary.
4.A.4.b.3.I02:4.A.4.b.3.I02.D02:21187,21187,4.A.4.b.3.I02.D02,4.A.4.b.3.I02,4,"[""Training and Teaching Others"", ""Teach academic or vocational subjects."", ""Teach classes in area of specialization."", ""Teach residents or medical students about pediatric topics.""]",Training and Teaching Others ; Teach academic or vocational subjects. ; Teach classes in area of specialization. ; Teach residents or medical students about pediatric topics.
4.A.4.b.3.I06:4.A.4.b.3.I06.D10:21187,21187,4.A.4.b.3.I06.D10,4.A.4.b.3.I06,4,"[""Training and Teaching Others"", ""Train others on health or medical topics."", ""Teach medical procedures to healthcare personnel."", ""Teach residents or medical students about pediatric topics.""]",Training and Teaching Others ; Train others on health or medical topics. ; Teach medical procedures to healthcare personnel. ; Teach residents or medical students about pediatric topics.
4.A.4.b.6.I06:4.A.4.b.6.I06.D01:7830,7830,4.A.4.b.6.I06.D01,4.A.4.b.6.I06,4,"[""Providing Consultation and Advice to Others"", ""Advise others on healthcare or wellness issues."", ""Advise medical personnel regarding healthcare issues."", ""Provide consulting services to other physicians.""]",Providing Consultation and Advice to Others ; Advise others on healthcare or wellness issues. ; Advise medical personnel regarding healthcare issues. ; Provide consulting services to other physicians.
4.A.4.a.5.I12:4.A.4.a.5.I12.D03:7832,7832,4.A.4.a.5.I12.D03,4.A.4.a.5.I12,4,"[""Assisting and Caring for Others"", ""Treat injuries, illnesses, or diseases."", ""Operate on patients to treat conditions."", ""Operate on patients to remove, repair, or improve functioning of diseased or injured body parts and systems.""]","Assisting and Caring for Others ; Treat injuries, illnesses, or diseases. ; Operate on patients to treat conditions. ; Operate on patients to remove, repair, or improve functioning of diseased or injured body parts and systems."
4.A.2.b.2.I17:4.A.2.b.2.I17.D03:7831,7831,4.A.2.b.2.I17.D03,4.A.2.b.2.I17,4,"[""Thinking Creatively"", ""Develop public or community health programs."", ""Design public or employee health programs."", ""Plan, implement, or administer health programs or standards in hospitals, businesses, or communities for prevention or treatment of injury or illness.""]","Thinking Creatively ; Develop public or community health programs. ; Design public or employee health programs. ; Plan, implement, or administer health programs or standards in hospitals, businesses, or communities for prevention or treatment of injury or illness."
4.A.4.b.4.I12:4.A.4.b.4.I12.D23:7831,7831,4.A.4.b.4.I12.D23,4.A.4.b.4.I12,4,"[""Guiding, Directing, and Motivating Subordinates"", ""Direct organizational operations, activities, or procedures."", ""Direct healthcare delivery programs."", ""Plan, implement, or administer health programs or standards in hospitals, businesses, or communities for prevention or treatment of injury or illness.""]","Guiding, Directing, and Motivating Subordinates ; Direct organizational operations, activities, or procedures. ; Direct healthcare delivery programs. ; Plan, implement, or administer health programs or standards in hospitals, businesses, or communities for prevention or treatment of injury or illness."
4.A.1.a.1.I19:4.A.1.a.1.I19.D01:7833,7833,4.A.1.a.1.I19.D01,4.A.1.a.1.I19,4,"[""Getting Information"", ""Research healthcare issues."", ""Conduct research to increase knowledge about medical issues."", ""Conduct research to study anatomy and develop or test medications, treatments, or procedures to prevent or control disease or injury.""]","Getting Information ; Research healthcare issues. ; Conduct research to increase knowledge about medical issues. ; Conduct research to study anatomy and develop or test medications, treatments, or procedures to prevent or control disease or injury."
4.A.3.b.6.I06:4.A.3.b.6.I06.D01:20247,20247,4.A.3.b.6.I06.D01,4.A.3.b.6.I06,4,"[""Documenting/Recording Information"", ""Prepare health or medical documents."", ""Prepare official health documents or records."", ""Prepare government or organizational reports of birth, death, and disease statistics, workforce evaluations, or medical status of individuals.""]","Documenting/Recording Information ; Prepare health or medical documents. ; Prepare official health documents or records. ; Prepare government or organizational reports of birth, death, and disease statistics, workforce evaluations, or medical status of individuals."
4.A.2.a.4.I10:4.A.2.a.4.I10.D01:17194,17194,4.A.2.a.4.I10.D01,4.A.2.a.4.I10,4,"[""Analyzing Data or Information"", ""Analyze biological or chemical substances or related data."", ""Analyze laboratory specimens to detect abnormalities or other problems."", ""Examine microscopic samples to identify diseases or other abnormalities.""]",Analyzing Data or Information ; Analyze biological or chemical substances or related data. ; Analyze laboratory specimens to detect abnormalities or other problems. ; Examine microscopic samples to identify diseases or other abnormalities.
4.A.2.b.1.I06:4.A.2.b.1.I06.D02:17195,17195,4.A.2.b.1.I06.D02,4.A.2.b.1.I06,4,"[""Making Decisions and Solving Problems"", ""Diagnose health conditions or disorders."", ""Diagnose medical conditions."", ""Diagnose diseases or study medical conditions, using techniques such as gross pathology, histology, cytology, cytopathology, clinical chemistry, immunology, flow cytometry, or molecular biology.""]","Making Decisions and Solving Problems ; Diagnose health conditions or disorders. ; Diagnose medical conditions. ; Diagnose diseases or study medical conditions, using techniques such as gross pathology, histology, cytology, cytopathology, clinical chemistry, immunology, flow cytometry, or molecular biology."
4.A.3.a.3.I09:4.A.3.a.3.I09.D03:17195,17195,4.A.3.a.3.I09.D03,4.A.3.a.3.I09,4,"[""Controlling Machines and Processes"", ""Operate laboratory or field equipment."", ""Operate laboratory equipment to analyze medical samples."", ""Diagnose diseases or study medical conditions, using techniques such as gross pathology, histology, cytology, cytopathology, clinical chemistry, immunology, flow cytometry, or molecular biology.""]","Controlling Machines and Processes ; Operate laboratory or field equipment. ; Operate laboratory equipment to analyze medical samples. ; Diagnose diseases or study medical conditions, using techniques such as gross pathology, histology, cytology, cytopathology, clinical chemistry, immunology, flow cytometry, or molecular biology."
4.A.3.b.6.I06:4.A.3.b.6.I06.D04:17190,17190,4.A.3.b.6.I06.D04,4.A.3.b.6.I06,4,"[""Documenting/Recording Information"", ""Prepare health or medical documents."", ""Prepare reports summarizing patient diagnostic or care activities."", ""Write pathology reports summarizing analyses, results, and conclusions.""]","Documenting/Recording Information ; Prepare health or medical documents. ; Prepare reports summarizing patient diagnostic or care activities. ; Write pathology reports summarizing analyses, results, and conclusions."
4.A.4.a.2.I05:4.A.4.a.2.I05.D04:17192,17192,4.A.4.a.2.I05.D04,4.A.4.a.2.I05,4,"[""Communicating with Supervisors, Peers, or Subordinates"", ""Confer with healthcare or other professionals about patient care."", ""Communicate test or assessment results to medical professionals."", ""Communicate pathologic findings to surgeons or other physicians.""]","Communicating with Supervisors, Peers, or Subordinates ; Confer with healthcare or other professionals about patient care. ; Communicate test or assessment results to medical professionals. ; Communicate pathologic findings to surgeons or other physicians."
4.A.1.a.1.I16:4.A.1.a.1.I16.D04:17187,17187,4.A.1.a.1.I16.D04,4.A.1.a.1.I16,4,"[""Getting Information"", ""Research biological or ecological phenomena."", ""Research microbiological or chemical processes or structures."", ""Identify the etiology, pathogenesis, morphological change, and clinical significance of diseases.""]","Getting Information ; Research biological or ecological phenomena. ; Research microbiological or chemical processes or structures. ; Identify the etiology, pathogenesis, morphological change, and clinical significance of diseases."
4.A.2.b.3.I01:4.A.2.b.3.I01.D12:17180,17180,4.A.2.b.3.I01.D12,4.A.2.b.3.I01,4,"[""Updating and Using Relevant Knowledge"", ""Maintain current knowledge in area of expertise."", ""Maintain medical or professional knowledge."", ""Read current literature, talk with colleagues, or participate in professional organizations or conferences to keep abreast of developments in pathology.""]","Updating and Using Relevant Knowledge ; Maintain current knowledge in area of expertise. ; Maintain medical or professional knowledge. ; Read current literature, talk with colleagues, or participate in professional organizations or conferences to keep abreast of developments in pathology."
4.A.4.a.2.I05:4.A.4.a.2.I05.D05:17193,17193,4.A.4.a.2.I05.D05,4.A.4.a.2.I05,4,"[""Communicating with Supervisors, Peers, or Subordinates"", ""Confer with healthcare or other professionals about patient care."", ""Collaborate with healthcare professionals to plan or provide treatment."", ""Consult with physicians about ordering and interpreting tests or providing treatments.""]","Communicating with Supervisors, Peers, or Subordinates ; Confer with healthcare or other professionals about patient care. ; Collaborate with healthcare professionals to plan or provide treatment. ; Consult with physicians about ordering and interpreting tests or providing treatments."
4.A.2.a.4.I06:4.A.2.a.4.I06.D03:17191,17191,4.A.2.a.4.I06.D03,4.A.2.a.4.I06,4,"[""Analyzing Data or Information"", ""Analyze health or medical data."", ""Analyze test data or images to inform diagnosis or treatment."", ""Analyze and interpret results from tests, such as microbial or parasite tests, urine analyses, hormonal assays, fine needle aspirations (FNAs), and polymerase chain reactions (PCRs).""]","Analyzing Data or Information ; Analyze health or medical data. ; Analyze test data or images to inform diagnosis or treatment. ; Analyze and interpret results from tests, such as microbial or parasite tests, urine analyses, hormonal assays, fine needle aspirations (FNAs), and polymerase chain reactions (PCRs)."
4.A.2.a.4.I06:4.A.2.a.4.I06.D04:17178,17178,4.A.2.a.4.I06.D04,4.A.2.a.4.I06,4,"[""Analyzing Data or Information"", ""Analyze health or medical data."", ""Analyze medical data to determine cause of death."", ""Review cases by analyzing autopsies, laboratory findings, or case investigation reports.""]","Analyzing Data or Information ; Analyze health or medical data. ; Analyze medical data to determine cause of death. ; Review cases by analyzing autopsies, laboratory findings, or case investigation reports."
4.A.4.b.4.I12:4.A.4.b.4.I12.D38:17179,17179,4.A.4.b.4.I12.D38,4.A.4.b.4.I12,4,"[""Guiding, Directing, and Motivating Subordinates"", ""Direct organizational operations, activities, or procedures."", ""Manage healthcare operations."", ""Manage medical laboratories.""]","Guiding, Directing, and Motivating Subordinates ; Direct organizational operations, activities, or procedures. ; Manage healthcare operations. ; Manage medical laboratories."
4.A.2.b.2.I10:4.A.2.b.2.I10.D01:17181,17181,4.A.2.b.2.I10.D01,4.A.2.b.2.I10,4,"[""Thinking Creatively"", ""Develop health assessment methods or programs."", ""Develop health assessment methods or programs."", ""Develop or adopt new tests or instruments to improve diagnosis of diseases.""]",Thinking Creatively ; Develop health assessment methods or programs. ; Develop health assessment methods or programs. ; Develop or adopt new tests or instruments to improve diagnosis of diseases.
4.A.4.b.3.I06:4.A.4.b.3.I06.D08:17182,17182,4.A.4.b.3.I06.D08,4.A.4.b.3.I06,4,"[""Training and Teaching Others"", ""Train others on health or medical topics."", ""Train medical providers."", ""Educate physicians, students, and other personnel in medical laboratory professions, such as medical technology, cytotechnology, or histotechnology.""]","Training and Teaching Others ; Train others on health or medical topics. ; Train medical providers. ; Educate physicians, students, and other personnel in medical laboratory professions, such as medical technology, cytotechnology, or histotechnology."
4.A.4.b.4.I01:4.A.4.b.4.I01.D15:17185,17185,4.A.4.b.4.I01.D15,4.A.4.b.4.I01,4,"[""Guiding, Directing, and Motivating Subordinates"", ""Supervise personnel activities."", ""Supervise technical medical personnel."", ""Plan and supervise the work of the pathology staff, residents, or visiting pathologists.""]","Guiding, Directing, and Motivating Subordinates ; Supervise personnel activities. ; Supervise technical medical personnel. ; Plan and supervise the work of the pathology staff, residents, or visiting pathologists."
4.A.2.a.4.I06:4.A.2.a.4.I06.D04:17184,17184,4.A.2.a.4.I06.D04,4.A.2.a.4.I06,4,"[""Analyzing Data or Information"", ""Analyze health or medical data."", ""Analyze medical data to determine cause of death."", ""Perform autopsies to determine causes of deaths.""]",Analyzing Data or Information ; Analyze health or medical data. ; Analyze medical data to determine cause of death. ; Perform autopsies to determine causes of deaths.
4.A.1.b.2.I01:4.A.1.b.2.I01.D08:17188,17188,4.A.1.b.2.I01.D08,4.A.1.b.2.I01,4,"[""Inspecting Equipment, Structures, or Materials"", ""Administer diagnostic tests to assess patient health."", ""Test biological specimens to gather information about patient conditions."", ""Diagnose infections, such as Hepatitis B and Acquired Immune Deficiency Syndrome (AIDS), by conducting tests to detect the antibodies that patients' immune systems make to fight such infections.""]","Inspecting Equipment, Structures, or Materials ; Administer diagnostic tests to assess patient health. ; Test biological specimens to gather information about patient conditions. ; Diagnose infections, such as Hepatitis B and Acquired Immune Deficiency Syndrome (AIDS), by conducting tests to detect the antibodies that patients' immune systems make to fight such infections."
4.A.2.b.1.I06:4.A.2.b.1.I06.D02:17188,17188,4.A.2.b.1.I06.D02,4.A.2.b.1.I06,4,"[""Making Decisions and Solving Problems"", ""Diagnose health conditions or disorders."", ""Diagnose medical conditions."", ""Diagnose infections, such as Hepatitis B and Acquired Immune Deficiency Syndrome (AIDS), by conducting tests to detect the antibodies that patients' immune systems make to fight such infections.""]","Making Decisions and Solving Problems ; Diagnose health conditions or disorders. ; Diagnose medical conditions. ; Diagnose infections, such as Hepatitis B and Acquired Immune Deficiency Syndrome (AIDS), by conducting tests to detect the antibodies that patients' immune systems make to fight such infections."
4.A.3.a.2.I38:4.A.3.a.2.I38.D01:17186,17186,4.A.3.a.2.I38.D01,4.A.3.a.2.I38,4,"[""Handling and Moving Objects"", ""Collect environmental or biological samples."", ""Collect biological specimens from patients."", ""Obtain specimens by performing procedures, such as biopsies or fine needle aspirations (FNAs) of superficial nodules.""]","Handling and Moving Objects ; Collect environmental or biological samples. ; Collect biological specimens from patients. ; Obtain specimens by performing procedures, such as biopsies or fine needle aspirations (FNAs) of superficial nodules."
4.A.2.a.4.I10:4.A.2.a.4.I10.D01:17189,17189,4.A.2.a.4.I10.D01,4.A.2.a.4.I10,4,"[""Analyzing Data or Information"", ""Analyze biological or chemical substances or related data."", ""Analyze laboratory specimens to detect abnormalities or other problems."", ""Conduct genetic analyses of deoxyribonucleic acid (DNA) or chromosomes to diagnose small biopsies and cell samples.""]",Analyzing Data or Information ; Analyze biological or chemical substances or related data. ; Analyze laboratory specimens to detect abnormalities or other problems. ; Conduct genetic analyses of deoxyribonucleic acid (DNA) or chromosomes to diagnose small biopsies and cell samples.
4.A.1.a.1.I19:4.A.1.a.1.I19.D01:17183,17183,4.A.1.a.1.I19.D01,4.A.1.a.1.I19,4,"[""Getting Information"", ""Research healthcare issues."", ""Conduct research to increase knowledge about medical issues."", ""Conduct research and present scientific findings.""]",Getting Information ; Research healthcare issues. ; Conduct research to increase knowledge about medical issues. ; Conduct research and present scientific findings.
4.A.3.b.6.I03:4.A.3.b.6.I03.D10:17183,17183,4.A.3.b.6.I03.D10,4.A.3.b.6.I03,4,"[""Documenting/Recording Information"", ""Present research or technical information."", ""Present medical research reports."", ""Conduct research and present scientific findings.""]",Documenting/Recording Information ; Present research or technical information. ; Present medical research reports. ; Conduct research and present scientific findings.
4.A.4.a.3.I01:4.A.4.a.3.I01.D01:17177,17177,4.A.4.a.3.I01.D01,4.A.4.a.3.I01,4,"[""Communicating with People Outside the Organization"", ""Present information in legal proceedings."", ""Testify at legal or legislative proceedings."", ""Testify in depositions or trials as an expert witness.""]",Communicating with People Outside the Organization ; Present information in legal proceedings. ; Testify at legal or legislative proceedings. ; Testify in depositions or trials as an expert witness.
4.A.4.a.5.I02:4.A.4.a.5.I02.D01:1828,1828,4.A.4.a.5.I02.D01,4.A.4.a.5.I02,4,"[""Assisting and Caring for Others"", ""Administer therapeutic treatments."", ""Treat patients using psychological therapies."", ""Prescribe, direct, or administer psychotherapeutic treatments or medications to treat mental, emotional, or behavioral disorders.""]","Assisting and Caring for Others ; Administer therapeutic treatments. ; Treat patients using psychological therapies. ; Prescribe, direct, or administer psychotherapeutic treatments or medications to treat mental, emotional, or behavioral disorders."
4.A.4.c.3.I06:4.A.4.c.3.I06.D01:1828,1828,4.A.4.c.3.I06.D01,4.A.4.c.3.I06,4,"[""Monitoring and Controlling Resources"", ""Prescribe medical treatments or devices."", ""Prescribe treatments or therapies."", ""Prescribe, direct, or administer psychotherapeutic treatments or medications to treat mental, emotional, or behavioral disorders.""]","Monitoring and Controlling Resources ; Prescribe medical treatments or devices. ; Prescribe treatments or therapies. ; Prescribe, direct, or administer psychotherapeutic treatments or medications to treat mental, emotional, or behavioral disorders."
4.A.4.c.3.I06:4.A.4.c.3.I06.D03:1828,1828,4.A.4.c.3.I06.D03,4.A.4.c.3.I06,4,"[""Monitoring and Controlling Resources"", ""Prescribe medical treatments or devices."", ""Prescribe medications."", ""Prescribe, direct, or administer psychotherapeutic treatments or medications to treat mental, emotional, or behavioral disorders.""]","Monitoring and Controlling Resources ; Prescribe medical treatments or devices. ; Prescribe medications. ; Prescribe, direct, or administer psychotherapeutic treatments or medications to treat mental, emotional, or behavioral disorders."
4.A.1.a.1.I12:4.A.1.a.1.I12.D02:1830,1830,4.A.1.a.1.I12.D02,4.A.1.a.1.I12,4,"[""Getting Information"", ""Collect information about patients or clients."", ""Collect medical information from patients, family members, or other medical professionals."", ""Gather and maintain patient information and records, including social or medical history obtained from patients, relatives, or other professionals.""]","Getting Information ; Collect information about patients or clients. ; Collect medical information from patients, family members, or other medical professionals. ; Gather and maintain patient information and records, including social or medical history obtained from patients, relatives, or other professionals."
4.A.3.b.6.I11:4.A.3.b.6.I11.D04:1830,1830,4.A.3.b.6.I11.D04,4.A.3.b.6.I11,4,"[""Documenting/Recording Information"", ""Maintain health or medical records."", ""Record patient medical histories."", ""Gather and maintain patient information and records, including social or medical history obtained from patients, relatives, or other professionals.""]","Documenting/Recording Information ; Maintain health or medical records. ; Record patient medical histories. ; Gather and maintain patient information and records, including social or medical history obtained from patients, relatives, or other professionals."
4.A.2.b.2.I01:4.A.2.b.2.I01.D02:1832,1832,4.A.2.b.2.I01.D02,4.A.2.b.2.I01,4,"[""Thinking Creatively"", ""Develop patient or client care or treatment plans."", ""Develop medical treatment plans."", ""Design individualized care plans, using a variety of treatments.""]","Thinking Creatively ; Develop patient or client care or treatment plans. ; Develop medical treatment plans. ; Design individualized care plans, using a variety of treatments."
4.A.4.a.2.I05:4.A.4.a.2.I05.D05:1829,1829,4.A.4.a.2.I05.D05,4.A.4.a.2.I05,4,"[""Communicating with Supervisors, Peers, or Subordinates"", ""Confer with healthcare or other professionals about patient care."", ""Collaborate with healthcare professionals to plan or provide treatment."", ""Collaborate with physicians, psychologists, social workers, psychiatric nurses, or other professionals to discuss treatment plans and progress.""]","Communicating with Supervisors, Peers, or Subordinates ; Confer with healthcare or other professionals about patient care. ; Collaborate with healthcare professionals to plan or provide treatment. ; Collaborate with physicians, psychologists, social workers, psychiatric nurses, or other professionals to discuss treatment plans and progress."
4.A.2.a.4.I06:4.A.2.a.4.I06.D03:1827,1827,4.A.2.a.4.I06.D03,4.A.2.a.4.I06,4,"[""Analyzing Data or Information"", ""Analyze health or medical data."", ""Analyze test data or images to inform diagnosis or treatment."", ""Analyze and evaluate patient data or test findings to diagnose nature or extent of mental disorder.""]",Analyzing Data or Information ; Analyze health or medical data. ; Analyze test data or images to inform diagnosis or treatment. ; Analyze and evaluate patient data or test findings to diagnose nature or extent of mental disorder.
4.A.1.b.2.I09:4.A.1.b.2.I09.D03:1833,1833,4.A.1.b.2.I09.D03,4.A.1.b.2.I09,4,"[""Inspecting Equipment, Structures, or Materials"", ""Examine people or animals to assess health conditions or physical characteristics."", ""Examine patients to assess general physical condition."", ""Examine or conduct laboratory or diagnostic tests on patients to provide information on general physical condition or mental disorder.""]","Inspecting Equipment, Structures, or Materials ; Examine people or animals to assess health conditions or physical characteristics. ; Examine patients to assess general physical condition. ; Examine or conduct laboratory or diagnostic tests on patients to provide information on general physical condition or mental disorder."
4.A.4.b.6.I01:4.A.4.b.6.I01.D04:1831,1831,4.A.4.b.6.I01.D04,4.A.4.b.6.I01,4,"[""Providing Consultation and Advice to Others"", ""Advise patients or clients on medical issues."", ""Advise patients on effects of health conditions or treatments."", ""Counsel outpatients or other patients during office visits.""]",Providing Consultation and Advice to Others ; Advise patients or clients on medical issues. ; Advise patients on effects of health conditions or treatments. ; Counsel outpatients or other patients during office visits.
4.A.4.a.1.I05:4.A.4.a.1.I05.D05:1834,1834,4.A.4.a.1.I05.D05,4.A.4.a.1.I05,4,"[""Interpreting the Meaning of Information for Others"", ""Explain medical information to patients or family members."", ""Explain medical procedures or test results to patients or family members."", ""Advise or inform guardians, relatives, or significant others of patients' conditions or treatment.""]","Interpreting the Meaning of Information for Others ; Explain medical information to patients or family members. ; Explain medical procedures or test results to patients or family members. ; Advise or inform guardians, relatives, or significant others of patients' conditions or treatment."
4.A.1.a.1.I19:4.A.1.a.1.I19.D01:15230,15230,4.A.1.a.1.I19.D01,4.A.1.a.1.I19,4,"[""Getting Information"", ""Research healthcare issues."", ""Conduct research to increase knowledge about medical issues."", ""Teach, take continuing education classes, attend conferences or seminars, or conduct research and publish findings to increase understanding of mental, emotional, or behavioral states or disorders.""]","Getting Information ; Research healthcare issues. ; Conduct research to increase knowledge about medical issues. ; Teach, take continuing education classes, attend conferences or seminars, or conduct research and publish findings to increase understanding of mental, emotional, or behavioral states or disorders."
4.A.2.b.3.I01:4.A.2.b.3.I01.D12:15230,15230,4.A.2.b.3.I01.D12,4.A.2.b.3.I01,4,"[""Updating and Using Relevant Knowledge"", ""Maintain current knowledge in area of expertise."", ""Maintain medical or professional knowledge."", ""Teach, take continuing education classes, attend conferences or seminars, or conduct research and publish findings to increase understanding of mental, emotional, or behavioral states or disorders.""]","Updating and Using Relevant Knowledge ; Maintain current knowledge in area of expertise. ; Maintain medical or professional knowledge. ; Teach, take continuing education classes, attend conferences or seminars, or conduct research and publish findings to increase understanding of mental, emotional, or behavioral states or disorders."
4.A.3.b.6.I03:4.A.3.b.6.I03.D10:15230,15230,4.A.3.b.6.I03.D10,4.A.3.b.6.I03,4,"[""Documenting/Recording Information"", ""Present research or technical information."", ""Present medical research reports."", ""Teach, take continuing education classes, attend conferences or seminars, or conduct research and publish findings to increase understanding of mental, emotional, or behavioral states or disorders.""]","Documenting/Recording Information ; Present research or technical information. ; Present medical research reports. ; Teach, take continuing education classes, attend conferences or seminars, or conduct research and publish findings to increase understanding of mental, emotional, or behavioral states or disorders."
4.A.2.a.4.I06:4.A.2.a.4.I06.D06:1835,1835,4.A.2.a.4.I06.D06,4.A.2.a.4.I06,4,"[""Analyzing Data or Information"", ""Analyze health or medical data."", ""Analyze quantitative data to determine effectiveness of treatments or therapies."", ""Review and evaluate treatment procedures and outcomes of other psychiatrists or medical professionals.""]",Analyzing Data or Information ; Analyze health or medical data. ; Analyze quantitative data to determine effectiveness of treatments or therapies. ; Review and evaluate treatment procedures and outcomes of other psychiatrists or medical professionals.
4.A.3.b.6.I06:4.A.3.b.6.I06.D01:1837,1837,4.A.3.b.6.I06.D01,4.A.3.b.6.I06,4,"[""Documenting/Recording Information"", ""Prepare health or medical documents."", ""Prepare official health documents or records."", ""Prepare and submit case reports or summaries to government or mental health agencies.""]",Documenting/Recording Information ; Prepare health or medical documents. ; Prepare official health documents or records. ; Prepare and submit case reports or summaries to government or mental health agencies.
4.A.3.b.6.I06:4.A.3.b.6.I06.D04:1837,1837,4.A.3.b.6.I06.D04,4.A.3.b.6.I06,4,"[""Documenting/Recording Information"", ""Prepare health or medical documents."", ""Prepare reports summarizing patient diagnostic or care activities."", ""Prepare and submit case reports or summaries to government or mental health agencies.""]",Documenting/Recording Information ; Prepare health or medical documents. ; Prepare reports summarizing patient diagnostic or care activities. ; Prepare and submit case reports or summaries to government or mental health agencies.
4.A.4.b.4.I02:4.A.4.b.4.I02.D01:1838,1838,4.A.4.b.4.I02.D01,4.A.4.b.4.I02,4,"[""Guiding, Directing, and Motivating Subordinates"", ""Serve on organizational committees."", ""Serve on institutional or departmental committees."", ""Serve on committees to promote or maintain community mental health services or delivery systems.""]","Guiding, Directing, and Motivating Subordinates ; Serve on organizational committees. ; Serve on institutional or departmental committees. ; Serve on committees to promote or maintain community mental health services or delivery systems."
4.A.3.b.6.I06:4.A.3.b.6.I06.D04:17242,17242,4.A.3.b.6.I06.D04,4.A.3.b.6.I06,4,"[""Documenting/Recording Information"", ""Prepare health or medical documents."", ""Prepare reports summarizing patient diagnostic or care activities."", ""Prepare comprehensive interpretive reports of findings.""]",Documenting/Recording Information ; Prepare health or medical documents. ; Prepare reports summarizing patient diagnostic or care activities. ; Prepare comprehensive interpretive reports of findings.
4.A.2.a.4.I06:4.A.2.a.4.I06.D03:17254,17254,4.A.2.a.4.I06.D03,4.A.2.a.4.I06,4,"[""Analyzing Data or Information"", ""Analyze health or medical data."", ""Analyze test data or images to inform diagnosis or treatment."", ""Perform or interpret the outcomes of diagnostic imaging procedures including magnetic resonance imaging (MRI), computer tomography (CT), positron emission tomography (PET), nuclear cardiology treadmill studies, mammography, or ultrasound.""]","Analyzing Data or Information ; Analyze health or medical data. ; Analyze test data or images to inform diagnosis or treatment. ; Perform or interpret the outcomes of diagnostic imaging procedures including magnetic resonance imaging (MRI), computer tomography (CT), positron emission tomography (PET), nuclear cardiology treadmill studies, mammography, or ultrasound."
4.A.3.a.3.I04:4.A.3.a.3.I04.D04:17254,17254,4.A.3.a.3.I04.D04,4.A.3.a.3.I04,4,"[""Controlling Machines and Processes"", ""Operate medical equipment."", ""Operate diagnostic imaging equipment."", ""Perform or interpret the outcomes of diagnostic imaging procedures including magnetic resonance imaging (MRI), computer tomography (CT), positron emission tomography (PET), nuclear cardiology treadmill studies, mammography, or ultrasound.""]","Controlling Machines and Processes ; Operate medical equipment. ; Operate diagnostic imaging equipment. ; Perform or interpret the outcomes of diagnostic imaging procedures including magnetic resonance imaging (MRI), computer tomography (CT), positron emission tomography (PET), nuclear cardiology treadmill studies, mammography, or ultrasound."
4.A.3.b.6.I11:4.A.3.b.6.I11.D04:17248,17248,4.A.3.b.6.I11.D04,4.A.3.b.6.I11,4,"[""Documenting/Recording Information"", ""Maintain health or medical records."", ""Record patient medical histories."", ""Document the performance, interpretation, or outcomes of all procedures performed.""]","Documenting/Recording Information ; Maintain health or medical records. ; Record patient medical histories. ; Document the performance, interpretation, or outcomes of all procedures performed."
4.A.4.a.1.I05:4.A.4.a.1.I05.D01:17252,17252,4.A.4.a.1.I05.D01,4.A.4.a.1.I05,4,"[""Interpreting the Meaning of Information for Others"", ""Explain medical information to patients or family members."", ""Communicate detailed medical information to patients or family members."", ""Communicate examination results or diagnostic information to referring physicians, patients, or families.""]","Interpreting the Meaning of Information for Others ; Explain medical information to patients or family members. ; Communicate detailed medical information to patients or family members. ; Communicate examination results or diagnostic information to referring physicians, patients, or families."
