iso3,country_name,region,income_level,mean_task_exposure,share_exposed,share_high_exposure,substitution_share,augmentation_share,sub_only_share,both_share,aug_only_share,neither_share,substitution_minus_augmentation,task_exposure_sd,gdp,population,gdp_per_capita,log_gdp_per_capita,log_population,goods_trade_openness,services_trade_openness,goods_trade_automation_intensity,goods_trade_value_per_capita_exposed,goods_autonomous_execution_trade_share,goods_supervised_machine_trade_share,goods_human_uses_tool_trade_share,llm_dominant_share,robotics_physical_dominant_share,software_rules_dominant_share,domain_tools_dominant_share,turnkey_share,configure_and_train_share,integration_and_data_share,capex_and_governance_share,manufacturing_value_added_pct_gdp,trade_pct_gdp,internet_users_pct,fixed_broadband_per_100,sub_only_share_exposed,aug_only_share_exposed,both_share_exposed,country_name_owid,year,informal_share,owid_gdp_pc,owid_population,owid_region,informal_share_pp,share_exposed_pp,sub_only_share_pp,aug_only_share_pp,both_share_pp,substitution_share_pp,augmentation_share_pp,sub_minus_aug_pp,sub_only_share_exposed_pp,aug_only_share_exposed_pp
HND,Honduras,Latin America & Caribbean,Lower middle income,1.055647177741129,0.40554343778262486,0.02867478853008458,0.1349151460339416,0.05069957972016811,0.1349151460339416,0.22578070968771613,0.05069957972016811,0.5886045645581742,0.08421556631377347,0.9311510315485382,37093565854.0437,10825703,3426.4348332892287,8.139275592397405,16.19743377200745,0.2888755998860615,NA,0.6783526080216066,160.3517982157833,3.944466439556043e-6,0.00325110235608281,0.7889215804309844,0,0,0,0,0,0,0,0,14.8666617820448,91.1101585856976,58.2789,4.36213,0.3326774235865146,0.12501639774367046,0.5567361930998295,Honduras,2017,82.61,6099.6074,9588144,North America,82.61,40.554343778262485,13.491514603394162,5.069957972016811,22.578070968771613,13.491514603394162,5.069957972016811,8.421556631377348,33.26774235865146,12.501639774367046
PRT,Portugal,Europe & Central Asia,High income,1.4907698036920785,0.543490982603607,0.13299994680002128,0.20178751928499228,0.0481459807416077,0.20178751928499228,0.293823482470607,0.0481459807416077,0.456243017502793,0.15364153854338458,0.941996257157776,313271185085.102,10694681,29292.242104753008,10.285077985364373,16.185257073031835,0.27285529574888756,0.9815138277606708,1.6006447845386618,8393.860732825971,3.809743242067e-4,0.00322442207420729,0.9273257626873984,0,0,0,0,0,0,0,0,11.7623406083143,89.696408854026,88.487,44.1107,0.37128034455755676,0.08858653093187156,0.5406225528582616,Portugal,2023,4.53,41768.254,10430735,Europe,4.53,54.3490982603607,20.178751928499228,4.81459807416077,29.3823482470607,20.178751928499228,4.81459807416077,15.364153854338458,37.128034455755675,8.858653093187156
TJK,Tajikistan,Europe & Central Asia,Lower middle income,0.8690748523700591,0.30004787998084803,0.01431079427568229,0.12235995105601956,0.03170718731712507,0.12235995105601956,0.14853434058626375,0.03170718731712507,0.6973985210405916,0.0906527637388945,0.878135917960565,14204575548.5536,10590927,1341.2022902767246,7.201321722223127,16.175508249157353,0.10502032932282172,NA,0.8193883935393386,0.5597916027558305,0,0.00432085073395306,0.9474647375944524,0,0,0,0,0,0,0,0,14.6125760832401,65.6347010367354,56.791,0.0612833,0.40780141843971623,0.1056737588652482,0.4950354609929077,Tajikistan,2016,64.58,3169.9668,8865623,Asia,64.58,30.004787998084804,12.235995105601956,3.1707187317125065,14.853434058626375,12.235995105601956,3.1707187317125065,9.06527637388945,40.78014184397162,10.56737588652482
SWE,Sweden,Europe & Central Asia,High income,1.593444018731375,0.5852490421455939,0.17124308216262238,0.22690506598552576,0.05677948063005534,0.22690506598552576,0.301990208599404,0.05677948063005534,0.4143252447850149,0.17012558535547043,0.9538608865249992,603715224265.798,10569709,57117.48774406163,10.952865613974476,16.173502826720043,0.32501414597689837,1.876053401464908,1.8557946396875449,28288.54496287457,8.9475501840561e-4,0.00503095394235743,0.9292124072742316,0,0,0,0,0,0,0,0,13.0043168773902,105.883091480464,95.5293,40.734,0.3877068557919621,0.09701763957083105,0.5160029096199309,Sweden,2023,2.94,62662.766,10551493,Europe,2.94,58.52490421455939,22.690506598552577,5.677948063005534,30.1990208599404,22.690506598552577,5.677948063005534,17.012558535547043,38.77068557919621,9.701763957083106
GRC,Greece,Europe & Central Asia,High income,1.43767622492951,0.5239665904133638,0.11884875246049902,0.19290312283875088,0.04718838112464755,0.19290312283875088,0.28408788636484544,0.04718838112464755,0.47582060967175616,0.1457147417141033,0.9455641109256772,256238371778.118,10405134,24626.14818589727,10.11156409179176,16.15780989615078,0.21737375394435976,1.2036721817256677,1.5422799599258332,2124.072034247709,9.307761465909004e-5,0.00460893657460829,0.9247650216373404,0,0,0,0,0,0,0,0,9.0658743329958,89.7765279446168,86.2697,43.854,0.36815920398009955,0.09005990455883847,0.5421870240633567,Greece,2023,4.12,36700.51,10242910,Europe,4.12,52.39665904133638,19.29031228387509,4.718838112464755,28.408788636484545,19.29031228387509,4.718838112464755,14.571474171410332,36.81592039800996,9.005990455883847
HUN,Hungary,Europe & Central Asia,High income,1.4680002127999148,0.5355109857956056,0.13230834707666117,0.20412831834867265,0.04585838165664734,0.20412831834867265,0.2856838857264457,0.04585838165664734,0.4643294142682343,0.15826993669202533,0.9556311777653425,222722738925.641,9562065,23292.32638824783,10.05587924574943,16.07331426588614,0.72118625422717475,1.3127442730381218,1.6616428135569017,24294.924247534396,5.5905841224996e-4,0.00391392002159027,0.9251764137238724,0,0,0,0,0,0,0,0,15.8039940838573,146.504561505902,93.779,36.7902,0.3811841843830717,0.0856348102523346,0.5334790383469105,Hungary,2020,1.31,36119.52,9749459,Europe,1.31,53.551098579560566,20.412831834867266,4.585838165664733,28.568388572644572,20.412831834867266,4.585838165664733,15.826993669202533,38.118418438307174,8.563481025233461
TGO,Togo,Sub-Saharan Africa,Low income,0.6860669255732298,0.21668351332659463,0.00803319678672128,0.08352396659041336,0.02292919082832367,0.08352396659041336,0.11278395488641804,0.02292919082832367,0.7807628876948449,0.060594775762089693,0.8251538723218843,10651180146.531,9515236,1119.381605094293,7.020531673495986,16.06840486134752,0.5187968962105769,NA,0.7091370472415208,4.8625073513678485,2.2223698370305793e-5,0.00192856335395636,0.9652809416700172,0,0,0,0,0,0,0,0,11.4100893223643,61.575092396894,37.0223,1.22816,0.38546525902283335,0.10581880677633196,0.5205008593174565,Togo,2022,92.34,2739.6882,8068616,Africa,92.34,21.668351332659462,8.352396659041336,2.2929190828323667,11.278395488641804,8.352396659041336,2.2929190828323667,6.05947757620897,38.546525902283335,10.581880677633196
AUT,Austria,Europe & Central Asia,High income,1.536787785284886,0.5617917752832899,0.14512954194818323,0.20593711762515296,0.05511517795392882,0.20593711762515296,0.30100547959780816,0.05511517795392882,0.43794222482311007,0.15082193967122415,0.9376421527658482,534790720466.822,9177982,58268.878765160145,10.972823417891926,16.0323179127234,0.4050370391971645,1.8544562611974624,1.7308292363176216,34071.38327978852,5.5931830740639e-4,0.01222893912709133,0.9169930881317432,0,0,0,0,0,0,0,0,15.1337527310645,108.825777834405,94.9197,29.3725,0.3665719696969697,0.0981060606060606,0.5357954545454545,Austria,2023,0.96,64536.297,9130434,Europe,0.96,56.17917752832899,20.593711762515294,5.511517795392882,30.100547959780815,20.593711762515294,5.511517795392882,15.082193967122414,36.65719696969697,9.81060606060606
CHE,Switzerland,Europe & Central Asia,High income,1.5434181121634565,0.5617218261147174,0.15047355539001808,0.2077258699584974,0.05480472491220602,0.2077258699584974,0.29972331595189955,0.05480472491220602,0.43774608917739705,0.15292114504629137,0.9416031632268212,936564198048.516,9005582,103998.1866856041,11.55212874225616,16.013355165264404,0.4179217727450693,0.2690034495499144,1.8369853282985051,33989.331591117596,4.7694807970851e-4,0.01110429056997845,0.9212555431732892,0,0,0,0,0,0,0,0,17.6911811558258,134.09514852061,97.3444,47.6963,0.36980202709102966,0.0975655962868239,0.5335796154210477,Switzerland,2022,0.88,82777.3,8792180,Europe,0.88,56.17218261147174,20.77258699584974,5.480472491220602,29.972331595189956,20.77258699584974,5.480472491220602,15.292114504629136,36.98020270910297,9.75655962868239
SLE,Sierra Leone,Sub-Saharan Africa,Low income,0.45400861839655265,0.11948715220513911,0.00356439857424057,0.04963558014576794,0.011703995318401871,0.04963558014576794,0.05974357610256956,0.011703995318401871,0.8789168484332607,0.03793158482736607,0.7078959609472614,6971127235.3123,8642022,806.6546504177263,6.692895634195301,15.972147141177787,0.22418585491934245,NA,0.44476852961847263,2.1062387945783985,1.9439341055028e-4,0.01043737615527583,0.9298790551783366,0,0,0,0,0,0,0,0,6.95777964674362,40.5454450452166,20.635,0.00227312,0.41540516473731076,0.09795191451469278,0.5,Sierra Leone,2018,93.11,2767.3801,7554568,Africa,93.11,11.948715220513911,4.963558014576794,1.1703995318401872,5.9743576102569556,4.963558014576794,1.1703995318401872,3.7931584827366067,41.540516473731074,9.795191451469277
LAO,Lao PDR,East Asia & Pacific,Lower middle income,0.7266053093578763,0.231313507474597,0.00771399691440123,0.0956003617598553,0.02292919082832367,0.0956003617598553,0.11698675320529872,0.02292919082832367,0.7644836942065223,0.07267117093153164,0.8319453325655599,16502933121.3379,7769819,2123.9790941510864,7.661046539634993,15.865757427349209,0.6418104548521204,NA,1.1383463912783949,183.1310964901499,3.880754159745521e-6,2.6568527230092e-4,0.9440549173510236,0,0,0,0,0,0,0,0,9.05367016557271,NA,63.6255,2.72021,0.41329346826126956,0.09912603495860166,0.5057497700091996,Laos,2022,90.49,8183.0327,7559008,Asia,90.49,23.1313507474597,9.56003617598553,2.2929190828323667,11.698675320529873,9.56003617598553,2.2929190828323667,7.267117093153164,41.32934682612696,9.912603495860166
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,1.050539979784008,0.3899558440176624,0.02447199021120391,0.14055434377826248,0.05165717933712827,0.14055434377826248,0.2046071181571527,0.05165717933712827,0.6031813587274565,0.08889716444113421,0.9081329085214148,17478259659.2625,7221868,2420.185422838316,7.791599437223061,15.792624203167044,0.2188283760261624,NA,1.2496039919008008,149.7084686399696,9.8088020754487e-4,0.02269388152911563,0.912704979695904,0,0,0,0,0,0,0,0,12.6145669633027,127.650577802859,88.4701,6.44653,0.3604365620736698,0.1324693042291951,0.5246930422919508,Kyrgyzstan,2022,58.84,6139.778,6955792,Asia,58.84,38.995584401766244,14.055434377826248,5.165717933712827,20.46071181571527,14.055434377826248,5.165717933712827,8.889716444113422,36.04365620736698,13.246930422919508
PRY,Paraguay,Latin America & Caribbean,Upper middle income,1.2048199180720327,0.4628930148427941,0.0456455817417673,0.1610895355641858,0.07304357078257169,0.1610895355641858,0.23849550460179816,0.07304357078257169,0.5273713890514444,0.0880459647816141,0.92822262401947,44458118397.4445,6929153,6416.09708970844,8.76656528186771,15.75124814147412,0.28103578874625035,NA,1.045320936857506,119.63684464753484,4.3390868455278384e-5,0.00208455267666017,0.778943173807948,0,0,0,0,0,0,0,0,19.0225604692616,76.8311565430624,81.5781,12.8836,0.3480059763245604,0.15779795425813123,0.5152281346971612,Paraguay,2023,66.84,15826.088,6844150,South America,66.84,46.28930148427941,16.10895355641858,7.304357078257169,23.849550460179817,16.10895355641858,7.304357078257169,8.80459647816141,34.80059763245604,15.779795425813123
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,0.9574932170027132,0.3456402617438953,0.02101399159440336,0.1283715486513805,0.03904878438048625,0.1283715486513805,0.18268872692450924,0.03904878438048625,0.649890940043624,0.08932276427089428,0.903347356370689,19693982967.5926,6916140,2847.5396633949863,7.954210624423619,15.749368368495412,0.4021802285009393,NA,0.5465270524869641,23.00040542846154,1.5148079942372573e-5,1.2066796694258e-4,0.7685238133295522,0,0,0,0,0,0,0,0,13.5056664041759,98.5258377100159,58.2314,5.43031,0.37140218562413413,0.1129752193319994,0.5285516392181008,Nicaragua,2012,81.79,6275.7876,5901290,North America,81.79,34.564026174389525,12.83715486513805,3.904878438048625,18.268872692450923,12.83715486513805,3.904878438048625,8.932276427089429,37.140218562413416,11.29752193319994
SRB,Serbia,Europe & Central Asia,Upper middle income,1.43709102516359,0.5714741714103314,0.10054795978081608,0.1924243230302708,0.10070755971697612,0.1924243230302708,0.2931850827259669,0.10070755971697612,0.4136830345267862,0.09171676331329467,0.9576014789575982,90097765959.1114,6586476,13679.206598355691,9.523632192298418,15.700529013828485,0.3622180326847459,1.2832837614694206,1.341306242409854,5101.392890826597,1.3915812483319e-4,0.00247613197130005,0.8838499563689184,0,0,0,0,0,0,0,0,12.6868258020276,111.725028388916,87.6907,31.2695,0.33671569540122886,0.1762241668218209,0.5130329547570285,Serbia,2023,17.84,25735.24,6773204,Europe,17.84,57.14741714103314,19.24243230302708,10.070755971697611,29.318508272596688,19.24243230302708,10.070755971697611,9.171676331329467,33.67156954012289,17.62241668218209
BGR,Bulgaria,Europe & Central Asia,High income,1.480821407671437,0.5921689631324147,0.1156035537585785,0.2011491195403522,0.1006011597595361,0.2011491195403522,0.30292067883172846,0.1006011597595361,0.3953290418683833,0.1005479597808161,0.9668203077886626,113343355779.985,6441421,17596.017366352084,9.77542786941698,15.67825972591434,0.45364032982936975,1.021444964314743,1.4341545999465206,7518.156629569779,8.2963665465541e-4,0.00405335079964617,0.9358102443826396,0,0,0,0,0,0,0,0,NA,110.22631455921,82.439,37.0236,0.3396819692749978,0.16988590423142574,0.5115443356392059,Bulgaria,2023,1.24,33073.816,6795805,Europe,1.24,59.21689631324148,20.114911954035218,10.06011597595361,30.292067883172848,20.114911954035218,10.06011597595361,10.05479597808161,33.968196927499775,16.988590423142576
SLV,El Salvador,Latin America & Caribbean,Upper middle income,1.199233920306432,0.4618290152683938,0.04984838006064798,0.16343033462786616,0.06463797414481035,0.16343033462786616,0.24067670372931851,0.06463797414481035,0.531254987498005,0.0987923604830558,0.9402784031723148,35364960000,6338193,5579.659691650286,8.626883066356116,15.662104270015824,0.18843605913876335,NA,1.0861250570976275,123.6737486535989,2.6439247273745e-4,0.00162150636658263,0.8842078568873774,0,0,0,0,0,0,0,0,12.0454823079116,84.6596461582312,67.6558,11.6272,0.3538762815343855,0.13996083400529896,0.5211381177283724,El Salvador,2023,66.5,11424.6455,6309629,North America,66.5,46.18290152683938,16.343033462786615,6.463797414481035,24.06767037293185,16.343033462786615,6.463797414481035,9.87923604830558,35.38762815343855,13.996083400529896
COG,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,0.6204713518114593,0.1971059211576315,0.00702239719104112,0.08219396712241316,0.01532159387136245,0.08219396712241316,0.1019311592275363,0.01532159387136245,0.8005532797786881,0.0668723732510507,0.8110413580528104,15719986076.6464,6332961,2482.2489948456023,7.816920280976811,15.661278457260751,0.8407990860523525,NA,0.587520490948022,268.4712703899487,1.3588858590660922e-6,1.5735221487338e-4,0.9870933630809472,0,0,0,0,0,0,0,0,12.8531970155196,93.1881220839752,38.3791,1.26798,0.41700404858299606,0.07773279352226721,0.5171390013495277,Congo,2009,85.28,8138.45,4281218,Africa,85.28,19.710592115763152,8.219396712241316,1.532159387136245,10.19311592275363,8.219396712241316,1.532159387136245,6.6872373251050705,41.700404858299606,7.773279352226721
DNK,Denmark,Europe & Central Asia,High income,1.6022769590892163,0.5891365643453743,0.1725275309889876,0.22673830930467628,0.05708357716656913,0.22673830930467628,0.3056338777464489,0.05708357716656913,0.4105442357823057,0.16965473213810717,0.9504571311257172,424524722037.047,5976992,71026.4832271897,11.170808089674908,15.603427989341384,0.2919064589863526,2.0945376178172346,1.913620733026324,27539.22247193906,0.00108007486077242,0.01029805986114622,0.9227547843072316,0,0,0,0,0,0,0,0,17.8578664866005,131.765030975207,99.7692,44.0345,0.38486545060502075,0.09689362470651976,0.5187827343326711,Denmark,2019,2.82,67131.47,5814618,Europe,2.82,58.91365643453743,22.673830930467627,5.708357716656913,30.56338777464489,22.673830930467627,5.708357716656913,16.965473213810718,38.486545060502074,9.689362470651975
FIN,Finland,Europe & Central Asia,High income,1.5861573655370538,0.5807841676863329,0.16768633292546684,0.22583390966643613,0.05612597754960898,0.22583390966643613,0.2994094802362079,0.05612597754960898,0.41863063254774696,0.16970793211682716,0.950039917247765,298696961297.656,5619911,53149.76719340502,10.880869003579974,15.541826385445546,0.29534549955159617,1.350017081687548,1.815015418550376,26744.47655131905,3.3649820206213e-4,0.00460359835615403,0.9366990182148834,0,0,0,0,0,0,0,0,14.2327051090182,83.4601015353507,93.5139,35.3318,0.38884308876064855,0.09663827058715764,0.5155262434734817,Finland,2023,2.15,56250.88,5601185,Europe,2.15,58.07841676863329,22.583390966643613,5.612597754960897,29.940948023620788,22.583390966643613,5.612597754960897,16.970793211682718,38.88430887606486,9.663827058715764
NOR,Norway,Europe & Central Asia,High income,1.575517369793052,0.5745597701760919,0.1650263339894664,0.22083311166675537,0.05474277810288876,0.22083311166675537,0.29919668032132785,0.05474277810288876,0.425227429909028,0.1660903335638666,0.9499932965992364,483592648313.301,5572279,86785.43344891758,11.371194069156742,15.533314684415792,0.3835526989707927,0.07682292137727309,1.7728629523947743,11737.573842228649,5.0188514531975e-4,0.00456461694710289,0.9425770821989292,0,0,0,0,0,0,0,0,6.17077761908446,81.3635091827243,99,45.4377,0.3843518518518519,0.09527777777777778,0.5207407407407407,Norway,2023,1.23,90085.44,5519167,Europe,1.23,57.45597701760919,22.083311166675536,5.474277810288876,29.919668032132783,22.083311166675536,5.474277810288876,16.60903335638666,38.43518518518519,9.527777777777779
SVK,Slovak Republic,Europe & Central Asia,High income,1.526360589455764,0.6054157578336968,0.1283715486513805,0.20960791615683352,0.1106559557376177,0.20960791615683352,0.3036122785550886,0.1106559557376177,0.3761238495504602,0.09895196041921582,0.9596362074687116,140934076532.375,5422069,25992.674850204785,10.165570040777842,15.505988034891164,0.8631963305485882,1.0995140693628005,1.5422758100547305,20865.195531263067,6.8646917325227e-4,0.0052791660453162,0.9011812478456712,0,0,0,0,0,0,0,0,16.327904870625,171.212800151635,89.8251,33.1726,0.3462214411247803,0.1827768014059754,0.501493848857645,Slovakia,2023,5.06,39518.223,5518057,Europe,5.06,60.54157578336968,20.960791615683352,11.06559557376177,30.36122785550886,20.960791615683352,11.06559557376177,9.895196041921581,34.62214411247803,18.27768014059754
IRL,Ireland,Europe & Central Asia,High income,1.5169441932223229,0.5516837793264883,0.14348034260786297,0.20513911794435283,0.05256157897536841,0.20513911794435283,0.29419588232164706,0.05256157897536841,0.4481034207586317,0.1525775389689844,0.9450467908817148,609157459747.205,5395790,112894.95324080532,11.6342130479943,15.501129577835645,0.387030222006703,4.2828565229796,1.8243964872013052,34953.57690903464,1.1486983039535e-4,0.00124358545084646,0.9255338776562688,0,0,0,0,0,0,0,0,29.5649973541217,246.169874857401,96.4974,31.8911,0.37184185149469623,0.095274831243973,0.5332690453230472,Ireland,2023,2,117862.125,5196629,Europe,2,55.16837793264882,20.513911794435284,5.256157897536841,29.419588232164706,20.513911794435284,5.256157897536841,15.257753896898441,37.18418514946962,9.5274831243973
CRI,Costa Rica,Latin America & Caribbean,High income,1.4604458158216738,0.5780709687716125,0.11235835505665798,0.19348832260467097,0.10522955790817684,0.19348832260467097,0.29717508112996754,0.10522955790817684,0.40410703835718464,0.08825876469649413,0.965980948383816,95350423176.5962,5129910,18587.153220348155,9.830225933989029,15.450598673133408,0.22546037028262111,NA,1.4307839626122842,5909.581508252581,2.977674439353489e-6,5.903770996547e-4,0.9128732033982704,0,0,0,0,0,0,0,0,12.9639765989781,71.3310137687617,85.3951,22.5231,0.334713786121848,0.1820357077121296,0.5140806184428492,Costa Rica,2024,37.38,26973.436,5129909,North America,37.38,57.80709687716124,19.3488322604671,10.522955790817685,29.717508112996754,19.3488322604671,10.522955790817685,8.825876469649414,33.4713786121848,18.20357077121296
HRV,Croatia,Europe & Central Asia,High income,1.4798638080544768,0.5899345640261744,0.10959195616321754,0.1987551204979518,0.1075703569718572,0.1987551204979518,0.30042027983188807,0.1075703569718572,0.39325424269830295,0.0911847635260946,0.9529448412002652,92983810328.9088,3866200,24050.439793313537,10.087908561990972,15.167782670469729,0.25945939221743575,2.0320741786299457,1.4916262568797918,6322.789055144586,3.1985459741429e-4,0.00434984863616769,0.9140931890611854,0,0,0,0,0,0,0,0,10.4777055033801,104.912326073253,83.6324,28.471,0.3369104517990802,0.18234286229596897,0.509243394354766,Croatia,2023,1.44,41320.203,3896023,Europe,1.44,58.99345640261744,19.87551204979518,10.757035697185719,30.042027983188806,19.87551204979518,10.757035697185719,9.11847635260946,33.691045179908016,18.234286229596897
